journal,paper_id,year,DOI,figure_number,panel,representation,number_of_groups,approximate_n_per_group,raw_points_visible,summary,summary_source,error,error_source,marker_size_relative,marker_edge,marker_fill,jitter_style,bar_width,box_width,palette_type,control_color_behavior,statistical_annotation,p_display,axis_style,legend_style,n_label,zero_baseline,physical_panel_size,confidence_of_measurement,notes,image_path,reviewer,journal_family,n_class
Nature Biotechnology,PMC13368584,2026,10.1038/s41587-025-02791-w,5,f,bar,3x2,unknown,no,none,none,none,none,na,na,na,na,medium,na,single_accent,na,none,none,LB,above,none,yes,medium,high,Entrapment FDR teal vs light-teal bars with value labels; dashed 1% reference line,PRIVATE_REFERENCE_ONLY/corpus/PMC13368584/figures/Fig5.jpg,gc_nature,Nature,unknown
Nature Biotechnology,PMC13368584,2026,10.1038/s41587-025-02791-w,5,i,box,3,unknown,no,median,inferred,IQR_whiskers,inferred,na,na,na,na,na,narrow,multi_categorical,na,none,none,LB,none,none,no,small,medium,Right sub-panel of i: very narrow box plots of log2 ratio for Human/Yeast/E. coli with stacked outlier dots; dashed expected-ratio lines; left part is XY scatter (skipped),PRIVATE_REFERENCE_ONLY/corpus/PMC13368584/figures/Fig5.jpg,gc_nature,Nature,unknown
Nature Biotechnology,PMC13368584,2026,10.1038/s41587-025-02791-w,6,f,bar,4,unknown,no,none,none,none,none,na,na,na,na,wide,na,single_accent,na,none,none,LB,none,none,yes,small,high,Unique precursors Default/RT/MS2/RT+MS2 teal bars with value labels above,PRIVATE_REFERENCE_ONLY/corpus/PMC13368584/figures/Fig6.jpg,gc_nature,Nature,unknown
Nature Biotechnology,PMC13368584,2026,10.1038/s41587-025-02791-w,6,g,violin,3,unknown,no,unknown,none,none,none,na,na,na,na,na,na,single_accent,na,none,none,LB,none,none,yes,small,medium,"Retention-time-deviation violins with value text (317.4 s etc.) and small dot inside, statistic type unstated",PRIVATE_REFERENCE_ONLY/corpus/PMC13368584/figures/Fig6.jpg,gc_nature,Nature,unknown
Nature Biotechnology,PMC13368584,2026,10.1038/s41587-025-02791-w,6,h,violin,2,unknown,no,unknown,none,none,none,na,na,na,na,na,na,single_accent,na,none,none,LB,none,none,no,small,medium,Spectral correlation violins Default vs Transfer learning with value text 0.53/0.85; y -1 to 1,PRIVATE_REFERENCE_ONLY/corpus/PMC13368584/figures/Fig6.jpg,gc_nature,Nature,unknown
Nature Biotechnology,PMC13368584,2026,10.1038/s41587-025-02791-w,6,i,bar,4,unknown,no,none,none,none,none,na,na,na,na,wide,na,single_accent,na,none,none,LB,none,none,yes,small,high,Unique precursors by modification type; rotated value labels above bars; x labels rotated 45 deg,PRIVATE_REFERENCE_ONLY/corpus/PMC13368584/figures/Fig6.jpg,gc_nature,Nature,unknown
Nature Methods,PMC13541614,2026,10.1038/s41592-026-03137-3,2,b/1,bar,5,unknown,no,none,none,none,none,na,na,na,na,medium,na,multi_categorical,coloured,none,none,box,outside,none,no,small,medium,"Model benchmark bars (Spearman rho), one bar per model coloured by model family, no replicates or error bars, y axis truncated at 0.40, shared legend below panel b, category labels rotated 45 deg",PRIVATE_REFERENCE_ONLY/corpus/PMC13541614/figures/Fig2.webp,gc_nature,Nature,unknown
Nature Methods,PMC13541614,2026,10.1038/s41592-026-03137-3,2,b/2,bar,5,unknown,no,none,none,none,none,na,na,na,na,medium,na,multi_categorical,coloured,none,none,box,outside,none,no,small,medium,"Pearson R version of b/1, same truncated y axis",PRIVATE_REFERENCE_ONLY/corpus/PMC13541614/figures/Fig2.webp,gc_nature,Nature,unknown
Nature Methods,PMC13541614,2026,10.1038/s41592-026-03137-3,2,b/3,bar,5,unknown,no,none,none,none,none,na,na,na,na,medium,na,multi_categorical,coloured,none,none,box,outside,none,no,small,medium,"AUROC version of b/1, y axis starts at 0.60",PRIVATE_REFERENCE_ONLY/corpus/PMC13541614/figures/Fig2.webp,gc_nature,Nature,unknown
Nature Methods,PMC13541614,2026,10.1038/s41592-026-03137-3,2,c/1,bar,6,unknown,no,none,none,none,none,na,na,na,na,medium,na,multi_categorical,coloured,none,none,box,outside,none,yes,small,medium,Double-mutation Spearman rho bars including ThermoMPNN reference in cream; axis starts at zero,PRIVATE_REFERENCE_ONLY/corpus/PMC13541614/figures/Fig2.webp,gc_nature,Nature,unknown
Nature Methods,PMC13541614,2026,10.1038/s41592-026-03137-3,2,c/2,bar,6,unknown,no,none,none,none,none,na,na,na,na,medium,na,multi_categorical,coloured,none,none,box,outside,none,yes,small,medium,Pearson R version of c/1,PRIVATE_REFERENCE_ONLY/corpus/PMC13541614/figures/Fig2.webp,gc_nature,Nature,unknown
Nature Methods,PMC13541614,2026,10.1038/s41592-026-03137-3,2,e/1,bar,6,unknown,no,none,none,none,none,na,na,na,na,medium,na,multi_categorical,coloured,none,none,box,outside,none,yes,small,medium,"FireProt Spearman rho bars, same palette and zero baseline; panel d is a ranked dot plot of 25 literature methods and was not coded",PRIVATE_REFERENCE_ONLY/corpus/PMC13541614/figures/Fig2.webp,gc_nature,Nature,unknown
Nature Methods,PMC13541614,2026,10.1038/s41592-026-03137-3,2,e/2,bar,6,unknown,no,none,none,none,none,na,na,na,na,medium,na,multi_categorical,coloured,none,none,box,outside,none,yes,small,medium,FireProt Pearson R bars,PRIVATE_REFERENCE_ONLY/corpus/PMC13541614/figures/Fig2.webp,gc_nature,Nature,unknown
Nature Methods,PMC13541614,2026,10.1038/s41592-026-03137-3,3,b/1,bar,6,unknown,no,none,none,none,none,na,na,na,na,medium,na,multi_categorical,coloured,none,none,box,outside,none,no,small,medium,"SKEMPIv2 Spearman rho bars, one bar per model, truncated y axis starting at 0.20, legend below the panel block",PRIVATE_REFERENCE_ONLY/corpus/PMC13541614/figures/Fig3.webp,gc_nature,Nature,unknown
Nature Methods,PMC13541614,2026,10.1038/s41592-026-03137-3,3,b/2,bar,6,unknown,no,none,none,none,none,na,na,na,na,medium,na,multi_categorical,coloured,none,none,box,outside,none,no,small,medium,"SKEMPIv2 Pearson R bars, truncated axis",PRIVATE_REFERENCE_ONLY/corpus/PMC13541614/figures/Fig3.webp,gc_nature,Nature,unknown
Nature Methods,PMC13541614,2026,10.1038/s41592-026-03137-3,3,b/3,bar,6,unknown,no,none,none,none,none,na,na,na,na,medium,na,multi_categorical,coloured,none,none,box,outside,none,no,small,medium,"SKEMPIv2 AUROC bars, truncated axis starting at 0.500",PRIVATE_REFERENCE_ONLY/corpus/PMC13541614/figures/Fig3.webp,gc_nature,Nature,unknown
Nature Methods,PMC13541614,2026,10.1038/s41592-026-03137-3,3,b/4,bar,6,unknown,no,none,none,none,none,na,na,na,na,medium,na,multi_categorical,coloured,none,none,box,outside,none,no,small,medium,AB-Bind average Spearman rho bars,PRIVATE_REFERENCE_ONLY/corpus/PMC13541614/figures/Fig3.webp,gc_nature,Nature,unknown
Nature Methods,PMC13541614,2026,10.1038/s41592-026-03137-3,3,b/5,bar,6,unknown,no,none,none,none,none,na,na,na,na,medium,na,multi_categorical,coloured,none,none,box,outside,none,no,small,medium,AB-Bind average Pearson R bars,PRIVATE_REFERENCE_ONLY/corpus/PMC13541614/figures/Fig3.webp,gc_nature,Nature,unknown
Nature Methods,PMC13541614,2026,10.1038/s41592-026-03137-3,3,b/6,bar,6,unknown,no,none,none,none,none,na,na,na,na,medium,na,multi_categorical,coloured,none,none,box,outside,none,no,small,medium,"AB-Bind average AUROC bars, axis starts at 0.50",PRIVATE_REFERENCE_ONLY/corpus/PMC13541614/figures/Fig3.webp,gc_nature,Nature,unknown
Nature Methods,PMC13541614,2026,10.1038/s41592-026-03137-3,3,c/1,bar,7,unknown,no,none,none,none,none,na,na,na,na,medium,na,multi_categorical,coloured,none,none,box,outside,none,yes,small,medium,Clinical antibody thermal melt Spearman rho bars; ThermoMPNN category present on the axis with no bar drawn,PRIVATE_REFERENCE_ONLY/corpus/PMC13541614/figures/Fig3.webp,gc_nature,Nature,unknown
Nature Methods,PMC13541614,2026,10.1038/s41592-026-03137-3,3,c/2,bar,7,unknown,no,none,none,none,none,na,na,na,na,medium,na,multi_categorical,coloured,none,none,box,outside,none,yes,small,medium,Pearson R version of c/1; panel d shows density distributions and was not coded,PRIVATE_REFERENCE_ONLY/corpus/PMC13541614/figures/Fig3.webp,gc_nature,Nature,unknown
Communications biology,PMC12877018,2025,10.1038/s42003-025-09449-y,1,a,dot_strip+summary,4,caption:n=7/3/4/27,yes,median,inferred,none,none,medium,none,filled,jitter,na,na,multi_categorical,coloured,bracket+p_value,exact,LB,none,in_caption,no,small,high,"Ba per creatinuria; HD blue, I/R red, Rh wo AKI magenta, RIAKI orange; log10 y axis with dashed reference line; horizontal median bar only; GraphPad style",../make_my_plot/figure_library/nature/2025_Grunenwald_the_temporal_gene_expression_landscape_o/figures/fig01_Fig1.jpg,gc_nature,Nature,medium
Communications biology,PMC12877018,2025,10.1038/s42003-025-09449-y,1,b,dot_strip+summary,4,caption:n=7/3/4/27,yes,median,inferred,none,none,medium,none,filled,jitter,na,na,multi_categorical,coloured,bracket+p_value,exact,LB,none,in_caption,no,small,high,"Bb per creatinuria; HD blue, I/R red, Rh wo AKI magenta, RIAKI orange; log10 y axis with dashed reference line; horizontal median bar only; GraphPad style",../make_my_plot/figure_library/nature/2025_Grunenwald_the_temporal_gene_expression_landscape_o/figures/fig01_Fig1.jpg,gc_nature,Nature,medium
Communications biology,PMC12877018,2025,10.1038/s42003-025-09449-y,1,c,dot_strip+summary,4,caption:n=7/3/4/27,yes,median,inferred,none,none,medium,none,filled,jitter,na,na,multi_categorical,coloured,none,none,LB,none,in_caption,no,small,high,"C3a per creatinuria; HD blue, I/R red, Rh wo AKI magenta, RIAKI orange; log10 y axis with dashed reference line; horizontal median bar only; GraphPad style",../make_my_plot/figure_library/nature/2025_Grunenwald_the_temporal_gene_expression_landscape_o/figures/fig01_Fig1.jpg,gc_nature,Nature,medium
Communications biology,PMC12877018,2025,10.1038/s42003-025-09449-y,1,d,dot_strip+summary,4,caption:n=7/3/4/27,yes,median,inferred,none,none,medium,none,filled,jitter,na,na,multi_categorical,coloured,bracket+p_value,exact,LB,none,in_caption,no,small,high,"C4a per creatinuria; HD blue, I/R red, Rh wo AKI magenta, RIAKI orange; log10 y axis with dashed reference line; horizontal median bar only; GraphPad style",../make_my_plot/figure_library/nature/2025_Grunenwald_the_temporal_gene_expression_landscape_o/figures/fig01_Fig1.jpg,gc_nature,Nature,medium
Communications biology,PMC12877018,2025,10.1038/s42003-025-09449-y,1,e,dot_strip+summary,4,caption:n=7/3/4/27,yes,median,inferred,none,none,medium,none,filled,jitter,na,na,multi_categorical,coloured,bracket+p_value,exact,LB,none,in_caption,no,small,high,"C5a per creatinuria; HD blue, I/R red, Rh wo AKI magenta, RIAKI orange; log10 y axis with dashed reference line; horizontal median bar only; GraphPad style",../make_my_plot/figure_library/nature/2025_Grunenwald_the_temporal_gene_expression_landscape_o/figures/fig01_Fig1.jpg,gc_nature,Nature,medium
Communications biology,PMC12877018,2025,10.1038/s42003-025-09449-y,1,f,dot_strip+summary,4,caption:n=7/3/4/27,yes,median,inferred,none,none,medium,none,filled,jitter,na,na,multi_categorical,coloured,bracket+p_value,exact,LB,none,in_caption,no,small,high,"sC5b-9 per creatinuria; HD blue, I/R red, Rh wo AKI magenta, RIAKI orange; log10 y axis with dashed reference line; horizontal median bar only; GraphPad style",../make_my_plot/figure_library/nature/2025_Grunenwald_the_temporal_gene_expression_landscape_o/figures/fig01_Fig1.jpg,gc_nature,Nature,medium
Communications biology,PMC12877018,2025,10.1038/s42003-025-09449-y,1,g,dot_strip+summary,4,caption:n=7/3/4/27,yes,median,inferred,none,none,medium,none,filled,jitter,na,na,multi_categorical,coloured,none,none,LB,none,in_caption,no,small,high,"C3a/C3 per creatinuria; HD blue, I/R red, Rh wo AKI magenta, RIAKI orange; log10 y axis with dashed reference line; horizontal median bar only; GraphPad style",../make_my_plot/figure_library/nature/2025_Grunenwald_the_temporal_gene_expression_landscape_o/figures/fig01_Fig1.jpg,gc_nature,Nature,medium
Communications biology,PMC12877018,2025,10.1038/s42003-025-09449-y,1,h,dot_strip+summary,4,caption:n=7/3/4/27,yes,median,inferred,none,none,medium,none,filled,jitter,na,na,multi_categorical,coloured,none,none,LB,none,in_caption,no,small,high,"C4a/C4 per creatinuria; HD blue, I/R red, Rh wo AKI magenta, RIAKI orange; log10 y axis with dashed reference line; horizontal median bar only; GraphPad style",../make_my_plot/figure_library/nature/2025_Grunenwald_the_temporal_gene_expression_landscape_o/figures/fig01_Fig1.jpg,gc_nature,Nature,medium
Communications biology,PMC12877018,2025,10.1038/s42003-025-09449-y,1,i,dot_strip+summary,4,caption:n=7/3/4/27,yes,median,inferred,none,none,medium,none,filled,jitter,na,na,multi_categorical,coloured,bracket+p_value,exact,LB,none,in_caption,no,small,high,"C5a/C5 per creatinuria; HD blue, I/R red, Rh wo AKI magenta, RIAKI orange; log10 y axis with dashed reference line; horizontal median bar only; GraphPad style",../make_my_plot/figure_library/nature/2025_Grunenwald_the_temporal_gene_expression_landscape_o/figures/fig01_Fig1.jpg,gc_nature,Nature,medium
Communications biology,PMC12877018,2025,10.1038/s42003-025-09449-y,1,j,dot_strip+summary,4,caption:n=7/3/4/27,yes,median,inferred,none,none,medium,none,filled,jitter,na,na,multi_categorical,coloured,bracket+p_value,exact,LB,none,in_caption,no,small,high,"Ba/C3 per creatinuria; HD blue, I/R red, Rh wo AKI magenta, RIAKI orange; log10 y axis with dashed reference line; horizontal median bar only; GraphPad style",../make_my_plot/figure_library/nature/2025_Grunenwald_the_temporal_gene_expression_landscape_o/figures/fig01_Fig1.jpg,gc_nature,Nature,medium
Communications biology,PMC12877018,2025,10.1038/s42003-025-09449-y,3,d/1,bar+points,2,~9/~10,yes,unknown,none,unknown,none,medium,dark,filled,jitter,medium,na,greys,grey,bracket+p_value,exact,LB,none,none,yes,small,medium,"plasma C3 PBS vs GLY; grey bars with black points and whisker error bars, exact p above bracket; figure has 13 group-comparison panels, first 10 recorded",../make_my_plot/figure_library/nature/2025_Grunenwald_the_temporal_gene_expression_landscape_o/figures/fig03_Fig3.jpg,gc_nature,Nature,small
Communications biology,PMC12877018,2025,10.1038/s42003-025-09449-y,3,d/2,bar+points,2,~9/~10,yes,unknown,none,unknown,none,medium,dark,filled,jitter,medium,na,greys,grey,bracket+p_value,exact,LB,none,none,yes,small,medium,"plasma C3a PBS vs GLY; grey bars with black points and whisker error bars, exact p above bracket; figure has 13 group-comparison panels, first 10 recorded",../make_my_plot/figure_library/nature/2025_Grunenwald_the_temporal_gene_expression_landscape_o/figures/fig03_Fig3.jpg,gc_nature,Nature,small
Communications biology,PMC12877018,2025,10.1038/s42003-025-09449-y,3,d/3,bar+points,2,~9/~10,yes,unknown,none,unknown,none,medium,dark,filled,jitter,medium,na,greys,grey,bracket+p_value,exact,LB,none,none,yes,small,medium,"plasma C3a/C3 PBS vs GLY; grey bars with black points and whisker error bars, exact p above bracket; figure has 13 group-comparison panels, first 10 recorded",../make_my_plot/figure_library/nature/2025_Grunenwald_the_temporal_gene_expression_landscape_o/figures/fig03_Fig3.jpg,gc_nature,Nature,small
Communications biology,PMC12877018,2025,10.1038/s42003-025-09449-y,3,e/1,dot_strip+summary,2,~12/~19,yes,median,inferred,IQR_whiskers,inferred,medium,none,filled,jitter,na,na,multi_categorical,coloured,bracket+p_value,exact,LB,none,none,yes,small,medium,kidney CD45+ PBS (green) vs GLY (orange); median with IQR bars; exact p above bracket,../make_my_plot/figure_library/nature/2025_Grunenwald_the_temporal_gene_expression_landscape_o/figures/fig03_Fig3.jpg,gc_nature,Nature,medium
Communications biology,PMC12877018,2025,10.1038/s42003-025-09449-y,3,e/2,dot_strip+summary,2,~12/~19,yes,median,inferred,IQR_whiskers,inferred,medium,none,filled,jitter,na,na,multi_categorical,coloured,bracket+p_value,exact,LB,none,none,yes,small,medium,kidney Neutrophils PBS (green) vs GLY (orange); median with IQR bars; exact p above bracket,../make_my_plot/figure_library/nature/2025_Grunenwald_the_temporal_gene_expression_landscape_o/figures/fig03_Fig3.jpg,gc_nature,Nature,medium
Communications biology,PMC12877018,2025,10.1038/s42003-025-09449-y,3,e/3,dot_strip+summary,2,~12/~19,yes,median,inferred,IQR_whiskers,inferred,medium,none,filled,jitter,na,na,multi_categorical,coloured,bracket+p_value,mixed,LB,none,none,yes,small,medium,kidney Macrophages PBS (green) vs GLY (orange); median with IQR bars; ns text,../make_my_plot/figure_library/nature/2025_Grunenwald_the_temporal_gene_expression_landscape_o/figures/fig03_Fig3.jpg,gc_nature,Nature,medium
Communications biology,PMC12877018,2025,10.1038/s42003-025-09449-y,3,e/4,dot_strip+summary,2,~12/~19,yes,median,inferred,IQR_whiskers,inferred,medium,none,filled,jitter,na,na,multi_categorical,coloured,bracket+p_value,exact,LB,none,none,yes,small,medium,kidney Inflammatory monocytes PBS (green) vs GLY (orange); median with IQR bars; exact p above bracket,../make_my_plot/figure_library/nature/2025_Grunenwald_the_temporal_gene_expression_landscape_o/figures/fig03_Fig3.jpg,gc_nature,Nature,medium
Communications biology,PMC12877018,2025,10.1038/s42003-025-09449-y,3,e/5,dot_strip+summary,2,~12/~19,yes,median,inferred,IQR_whiskers,inferred,medium,none,filled,jitter,na,na,multi_categorical,coloured,bracket+p_value,exact,LB,none,none,yes,small,medium,kidney Eosinophils PBS (green) vs GLY (orange); median with IQR bars; exact p above bracket,../make_my_plot/figure_library/nature/2025_Grunenwald_the_temporal_gene_expression_landscape_o/figures/fig03_Fig3.jpg,gc_nature,Nature,medium
Communications biology,PMC12877018,2025,10.1038/s42003-025-09449-y,3,f/1,dot_strip+summary,2,~14/~19,yes,median,inferred,IQR_whiskers,inferred,medium,none,filled,jitter,na,na,multi_categorical,coloured,bracket+p_value,exact,LB,none,none,yes,small,medium,"C5aR1 neutrophils MFI PBS (green) vs GLY (orange); median with IQR bars; panels f/3, f/4 and g not recorded (10-panel cap)",../make_my_plot/figure_library/nature/2025_Grunenwald_the_temporal_gene_expression_landscape_o/figures/fig03_Fig3.jpg,gc_nature,Nature,medium
Communications biology,PMC12877018,2025,10.1038/s42003-025-09449-y,3,f/2,dot_strip+summary,2,~14/~19,yes,median,inferred,IQR_whiskers,inferred,medium,none,filled,jitter,na,na,multi_categorical,coloured,bracket+p_value,exact,LB,none,none,yes,small,medium,"C5aR1 macrophages MFI PBS (green) vs GLY (orange); median with IQR bars; panels f/3, f/4 and g not recorded (10-panel cap)",../make_my_plot/figure_library/nature/2025_Grunenwald_the_temporal_gene_expression_landscape_o/figures/fig03_Fig3.jpg,gc_nature,Nature,medium
Communications biology,PMC12877018,2025,10.1038/s42003-025-09449-y,4,a,dot_strip+summary,4,caption:n=5/3/10/10,yes,median,inferred,IQR_whiskers,inferred,medium,none,filled,jitter,na,na,multi_categorical,coloured,bracket+p_value,exact,LB,none,in_caption,yes,medium,medium,"urea after C5 inhibitor BB5.1; PBS/PBS green, BB5.1/PBS light blue, PBS/GLY orange, BB5.1/GLY blue; exact p incl >0.9999",../make_my_plot/figure_library/nature/2025_Grunenwald_the_temporal_gene_expression_landscape_o/figures/fig04_Fig4.jpg,gc_nature,Nature,small
Communications biology,PMC12877018,2025,10.1038/s42003-025-09449-y,4,b,dot_strip+summary,3,4/~18/5,yes,median,inferred,IQR_whiskers,inferred,medium,none,filled,jitter,na,na,multi_categorical,coloured,bracket+p_value,exact,LB,none,none,yes,medium,medium,"urea after C5aR1 inhibitor PMX53; PBS/PBS green, PBS/GLY orange, PMX53/GLY cyan; median with IQR bars",../make_my_plot/figure_library/nature/2025_Grunenwald_the_temporal_gene_expression_landscape_o/figures/fig04_Fig4.jpg,gc_nature,Nature,medium
Nature Cell Biology,PMC13561871,2026,10.1038/s41556-026-02041-4,4,e/1,bar+points,4x5,caption:7/7/8/8/8,yes,mean,caption,SEM,caption,small,none,filled,jitter,medium,na,multi_categorical,grey,p_value_only,exact,LB,inside,in_caption,yes,medium,high,"Liver ChIP-qPCR grouped bars 4 genes x 5 antibodies; IgG light grey, BMAL1 dark grey, PROX1 blue, HNF1B green, HOXA5 orange; dark grey points; exact Padj printed above bars without brackets",PRIVATE_REFERENCE_ONLY/corpus/PMC13561871/figures/Fig4.webp,gc_nature,Nature,small
Nature Cell Biology,PMC13561871,2026,10.1038/s41556-026-02041-4,4,e/2,bar+points,4x5,caption:7/7/8/8/8,yes,mean,caption,SEM,caption,small,none,filled,jitter,medium,na,multi_categorical,grey,p_value_only,exact,LB,inside,in_caption,yes,medium,high,Kidney ChIP-qPCR; same style as e/1,PRIVATE_REFERENCE_ONLY/corpus/PMC13561871/figures/Fig4.webp,gc_nature,Nature,small
Nature Cell Biology,PMC13561871,2026,10.1038/s41556-026-02041-4,4,f,box+points,16,caption:n=4,yes,median,caption,IQR_whiskers,caption,small,dark,filled,jitter,na,medium,multi_categorical,grey,bracket+p_value,exact,LB,none,in_caption,yes,medium,medium,Luciferase dose-response as box plots over 16 transfection conditions encoded by a dot matrix under the axis (upset-style) instead of tick labels; box fill by factor colour; small black points; long stepped brackets with exact P,PRIVATE_REFERENCE_ONLY/corpus/PMC13561871/figures/Fig4.webp,gc_nature,Nature,small
Nature Cell Biology,PMC13561871,2026,10.1038/s41556-026-02041-4,4,i,box+points,11,3/3/3/3/3/3/3/3/3/3/3,yes,median,inferred,IQR_whiskers,inferred,small,dark,filled,jitter,na,medium,multi_categorical,grey,bracket+p_value,exact,LB,none,none,yes,medium,medium,Mutant BMAL1 luciferase; dot-matrix condition labels below axis; exact P over brackets; caption for i truncated in metadata,PRIVATE_REFERENCE_ONLY/corpus/PMC13561871/figures/Fig4.webp,gc_nature,Nature,small
Nature Cell Biology,PMC13561871,2026,10.1038/s41556-026-02041-4,5,a/1,bar+points,5,caption:n=4,yes,mean,caption,SD,caption,small,none,filled,jitter,medium,na,multi_categorical,grey,bracket+p_value,exact,LB,none,in_caption,yes,small,high,"Cry1 mRNA in hepatocyte KOs; control light grey, Bmal1 KO dark grey, Prox1 blue, Hnf1b green, Hoxa5 orange; black points; exact Padj over brackets; x labels rotated 45 deg",PRIVATE_REFERENCE_ONLY/corpus/PMC13561871/figures/Fig5.webp,gc_nature,Nature,small
Nature Cell Biology,PMC13561871,2026,10.1038/s41556-026-02041-4,5,a/2,bar+points,5,caption:n=4,yes,mean,caption,SD,caption,small,none,filled,jitter,medium,na,multi_categorical,grey,bracket+p_value,exact,LB,none,in_caption,yes,small,high,"Dbp mRNA in hepatocyte KOs; control light grey, Bmal1 KO dark grey, Prox1 blue, Hnf1b green, Hoxa5 orange; black points; exact Padj over brackets; x labels rotated 45 deg",PRIVATE_REFERENCE_ONLY/corpus/PMC13561871/figures/Fig5.webp,gc_nature,Nature,small
Nature Cell Biology,PMC13561871,2026,10.1038/s41556-026-02041-4,5,a/3,bar+points,5,caption:n=4,yes,mean,caption,SD,caption,small,none,filled,jitter,medium,na,multi_categorical,grey,bracket+p_value,exact,LB,none,in_caption,yes,small,high,"Nr1d1 mRNA in hepatocyte KOs; control light grey, Bmal1 KO dark grey, Prox1 blue, Hnf1b green, Hoxa5 orange; black points; exact Padj over brackets; x labels rotated 45 deg",PRIVATE_REFERENCE_ONLY/corpus/PMC13561871/figures/Fig5.webp,gc_nature,Nature,small
Nature Cell Biology,PMC13561871,2026,10.1038/s41556-026-02041-4,5,b/1,bar+points,4,caption:n=4,yes,mean,caption,SD,caption,small,none,filled,jitter,medium,na,multi_categorical,grey,bracket+p_value,exact,LB,none,in_caption,yes,small,high,Cry1 mRNA in HK-2 KOs; same style as a,PRIVATE_REFERENCE_ONLY/corpus/PMC13561871/figures/Fig5.webp,gc_nature,Nature,small
Nature Cell Biology,PMC13561871,2026,10.1038/s41556-026-02041-4,5,b/2,bar+points,4,caption:n=4,yes,mean,caption,SD,caption,small,none,filled,jitter,medium,na,multi_categorical,grey,bracket+p_value,exact,LB,none,in_caption,yes,small,high,Dbp mRNA in HK-2 KOs; same style as a,PRIVATE_REFERENCE_ONLY/corpus/PMC13561871/figures/Fig5.webp,gc_nature,Nature,small
Nature Cell Biology,PMC13561871,2026,10.1038/s41556-026-02041-4,5,b/3,bar+points,4,caption:n=4,yes,mean,caption,SD,caption,small,none,filled,jitter,medium,na,multi_categorical,grey,bracket+p_value,exact,LB,none,in_caption,yes,small,high,Nr1d1 mRNA in HK-2 KOs; same style as a,PRIVATE_REFERENCE_ONLY/corpus/PMC13561871/figures/Fig5.webp,gc_nature,Nature,small
Nature Cell Biology,PMC13561871,2026,10.1038/s41556-026-02041-4,5,g,bar,8x2,unknown,no,none,none,none,none,na,na,na,na,narrow,na,single_accent,grey,none,none,LB,inside,none,yes,small,high,"DryR amplitude per clock gene, control light grey vs Prox1 KO teal-blue paired bars; no error bars; x labels rotated 45 deg",PRIVATE_REFERENCE_ONLY/corpus/PMC13561871/figures/Fig5.webp,gc_nature,Nature,unknown
Nature Cell Biology,PMC13561862,2026,10.1038/s41556-026-02038-z,4,d,box+points,14x2,9/9,yes,median,caption,IQR_whiskers,caption,small,dark,filled,jitter,na,medium,multi_categorical,coloured,bracket+stars,mixed,box,above,in_caption,yes,large,high,"Faceted ggplot-style box plots, 14 brain-region facets with grey strip labels, Tet1 fl/fl purple vs Tet1 delta orange; NS or stars over brackets in every facet; shared y axis",PRIVATE_REFERENCE_ONLY/corpus/PMC13561862/figures/Fig4.webp,gc_nature,Nature,small
Nature Cell Biology,PMC13561862,2026,10.1038/s41556-026-02038-z,4,e,bar+points,3x2,9/9,yes,mean,caption,SD,caption,small,none,filled,jitter,medium,na,multi_categorical,coloured,bracket+stars,mixed,LB,inside,in_caption,yes,small,high,Purple vs orange grouped bars with black points; **** and NS over brackets,PRIVATE_REFERENCE_ONLY/corpus/PMC13561862/figures/Fig4.webp,gc_nature,Nature,small
Nature Cell Biology,PMC13561862,2026,10.1038/s41556-026-02038-z,4,f,bar+points,9x2,9/9,yes,mean,caption,SD,caption,small,none,filled,jitter,medium,na,multi_categorical,coloured,bracket+stars,mixed,LB,inside,in_caption,yes,medium,high,m1A/A across 9 brain regions; same style as e; x labels rotated 45 deg,PRIVATE_REFERENCE_ONLY/corpus/PMC13561862/figures/Fig4.webp,gc_nature,Nature,small
Nature Cell Biology,PMC13561862,2026,10.1038/s41556-026-02038-z,4,g,bar+points,2,9/9,yes,mean,caption,SD,caption,small,none,filled,jitter,medium,na,multi_categorical,coloured,bracket+stars,stars,LB,inside,in_caption,yes,small,high,Free m1A in CPu; same style as e,PRIVATE_REFERENCE_ONLY/corpus/PMC13561862/figures/Fig4.webp,gc_nature,Nature,small
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,1,A/1,dot_strip,2,caption:n=10,yes,none,none,none,none,medium,none,filled,centered,na,na,multi_categorical,coloured,p_value_only,exact,LB,none,in_caption,yes,small,medium,"KPC xenograft Cys Normal (red) vs Tumor (blue), paired samples joined by pink lines, no summary bar; figure has 17 qualifying panels, first 10 recorded",../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig01_Fig1.jpg,gc_nature,Nature,small
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,1,A/2,dot_strip,2,caption:n=10,yes,none,none,none,none,medium,none,filled,centered,na,na,multi_categorical,coloured,p_value_only,exact,LB,none,in_caption,yes,small,medium,"KPC xenograft Cys2 Normal (red) vs Tumor (blue), paired samples joined by pink lines, no summary bar; figure has 17 qualifying panels, first 10 recorded",../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig01_Fig1.jpg,gc_nature,Nature,small
