journal,paper_id,year,DOI,figure_number,panel,representation,number_of_groups,approximate_n_per_group,raw_points_visible,summary,summary_source,error,error_source,marker_size_relative,marker_edge,marker_fill,jitter_style,bar_width,box_width,palette_type,control_color_behavior,statistical_annotation,p_display,axis_style,legend_style,n_label,zero_baseline,physical_panel_size,confidence_of_measurement,notes,image_path,reviewer
Cell Systems,PMC10752370,2023,10.1016/j.cels.2023.11.007,3,G,bar+points,2,3/3,yes,mean,caption,none,none,small,dark,open,centered,medium,na,greys,grey,bracket+p_value,exact,L,none,none,yes,small,high,volume comparison 200 uL vs 100 mL; rho/P text above,PRIVATE_REFERENCE_ONLY/corpus/PMC10752370/figures/Fig3.jpg,gc_cell
Cell Systems,PMC10752370,2023,10.1016/j.cels.2023.11.007,3,H,bar+points,10x2,3 each,yes,mean,inferred,SD,inferred,small,dark,open,centered,medium,na,multi_categorical,na,none,none,LB,none,none,yes,medium,high,log y axis; solid vs hatched species-coloured bars with open circle points,PRIVATE_REFERENCE_ONLY/corpus/PMC10752370/figures/Fig3.jpg,gc_cell
Cell,PMC10783624,2024,10.1016/j.cell.2023.11.021,1,C,box+points,2x3,17/19/50/30/16/16,yes,median,inferred,IQR_whiskers,inferred,small,dark,filled,jitter,na,medium,single_accent,white_or_open,line+p_value,exact,LB,none,below_category,no,medium,high,three species facets separated by dashed vertical lines; white Mock box vs orange IAA box; black jittered points; n= under each box; exact p above pair,PRIVATE_REFERENCE_ONLY/corpus/PMC10783624/figures/Fig1.jpg,gc_cell
Cell,PMC10783624,2024,10.1016/j.cell.2023.11.021,1,F,box+points,2x2,93/85/37/30,yes,median,inferred,IQR_whiskers,inferred,small,dark,filled,jitter,na,medium,single_accent,white_or_open,line+p_value,exact,LB,none,above_category,no,medium,high,n= above boxes; dashed separator between species,PRIVATE_REFERENCE_ONLY/corpus/PMC10783624/figures/Fig1.jpg,gc_cell
Cell,PMC10783624,2024,10.1016/j.cell.2023.11.021,7,B,box+points,2x2,10/10/35/20,yes,median,inferred,IQR_whiskers,inferred,small,dark,filled,jitter,na,medium,single_accent,white_or_open,line+p_value,exact,LB,inside,above_category,no,small,high,legend key inside; genotype silhouettes as labels; exact p under or over the line,PRIVATE_REFERENCE_ONLY/corpus/PMC10783624/figures/Fig7.jpg,gc_cell
Cell,PMC10783624,2024,10.1016/j.cell.2023.11.021,7,E,box+points,2x4,36/32/45/34/37/38/36/38,yes,median,inferred,IQR_whiskers,inferred,small,dark,filled,jitter,na,medium,single_accent,white_or_open,line+p_value,exact,LB,inside,below_category,no,medium,high,four genotypes each Mock/IAA; n= below each box; broken y axis,PRIVATE_REFERENCE_ONLY/corpus/PMC10783624/figures/Fig7.jpg,gc_cell
Cell,PMC10783624,2024,10.1016/j.cell.2023.11.021,7,F,box+points,2x2,37/30/11/10,yes,median,inferred,IQR_whiskers,inferred,small,dark,filled,jitter,na,medium,single_accent,white_or_open,line+p_value,exact,LB,inside,below_category,no,small,high,non-significant exact p = 0.18 printed,PRIVATE_REFERENCE_ONLY/corpus/PMC10783624/figures/Fig7.jpg,gc_cell
Molecular Cell,PMC10805001,2024,10.1016/j.molcel.2023.12.013,3,D,bar,8,caption:3,no,mean,inferred,SEM,caption,na,na,na,na,wide,na,greys,na,none,none,LB,none,in_caption,yes,small,high,horizontal grey bars (one per mtDNA-encoded product) with SEM caps; dashed 100% reference line,PRIVATE_REFERENCE_ONLY/corpus/PMC10805001/figures/Fig3.jpg,gc_cell
Molecular Cell,PMC10805001,2024,10.1016/j.molcel.2023.12.013,3,E,bar,4,caption:3,no,mean,inferred,SEM,caption,na,na,na,na,medium,na,greys,grey,none,none,LB,outside,in_caption,yes,small,high,four grey shades; legend at right; no significance marks,PRIVATE_REFERENCE_ONLY/corpus/PMC10805001/figures/Fig3.jpg,gc_cell
Molecular Cell,PMC10805001,2024,10.1016/j.molcel.2023.12.013,3,G,bar,7x2,caption:3,no,mean,inferred,SEM,caption,na,na,na,na,medium,na,greys,na,none,none,LB,outside,in_caption,yes,small,high,horizontal grouped bars for two knockout clones; dashed 100% line; legend placed below the axes,PRIVATE_REFERENCE_ONLY/corpus/PMC10805001/figures/Fig3.jpg,gc_cell
Molecular Cell,PMC10805001,2024,10.1016/j.molcel.2023.12.013,4,A_left,bar,2,caption:3,no,mean,inferred,SEM,caption,na,na,na,na,medium,na,monochrome_black,white_or_open,none,none,LB,above,in_caption,yes,small,high,white siNT vs black siTMEM126A; SEM caps; no stats annotation,PRIVATE_REFERENCE_ONLY/corpus/PMC10805001/figures/Fig4.jpg,gc_cell
Molecular Cell,PMC10805001,2024,10.1016/j.molcel.2023.12.013,4,A_middle,bar,2,caption:3,no,mean,inferred,SEM,caption,na,na,na,na,medium,na,greys,na,none,none,LB,above,in_caption,yes,small,high,two clones in glucose; dashed WT reference line,PRIVATE_REFERENCE_ONLY/corpus/PMC10805001/figures/Fig4.jpg,gc_cell
Molecular Cell,PMC10805001,2024,10.1016/j.molcel.2023.12.013,4,A_right,bar,2,caption:3,no,mean,inferred,SEM,caption,na,na,na,na,medium,na,greys,na,none,none,LB,above,in_caption,yes,small,high,galactose,PRIVATE_REFERENCE_ONLY/corpus/PMC10805001/figures/Fig4.jpg,gc_cell
Molecular Cell,PMC10805001,2024,10.1016/j.molcel.2023.12.013,5,B,bar,2x2,caption:3,no,mean,inferred,SEM,caption,na,na,na,na,medium,na,greys,na,none,none,LB,none,in_caption,yes,small,high,complex I activity; rotated construct labels above bars; black and grey bars,PRIVATE_REFERENCE_ONLY/corpus/PMC10805001/figures/Fig5.jpg,gc_cell
Molecular Cell,PMC10805001,2024,10.1016/j.molcel.2023.12.013,5,E,bar,4x2,caption:3,no,mean,inferred,SEM,caption,na,na,na,na,medium,na,monochrome_black,black,none,none,LB,inside,in_caption,yes,small,high,black glucose vs grey galactose grouped bars; framed legend inside,PRIVATE_REFERENCE_ONLY/corpus/PMC10805001/figures/Fig5.jpg,gc_cell
Cancer Cell,PMC10864002,2024,10.1016/j.ccell.2023.12.005,2,C,box,2,caption:6/6,no,median,inferred,IQR_whiskers,inferred,small,none,filled,na,na,medium,greys,grey,bracket+stars,stars,LB,none,in_caption,yes,small,high,grey filled boxes with black median; single outlier point; *** over bracket,PRIVATE_REFERENCE_ONLY/corpus/PMC10864002/figures/Fig2.jpg,gc_cell
Cancer Cell,PMC10864002,2024,10.1016/j.ccell.2023.12.005,2,D_CD25,box,2,caption:6/6,no,median,inferred,IQR_whiskers,inferred,na,na,na,na,na,medium,greys,grey,bracket+stars,stars,LB,none,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10864002/figures/Fig2.jpg,gc_cell
Cancer Cell,PMC10864002,2024,10.1016/j.ccell.2023.12.005,2,D_CD107,box,2,caption:6/6,no,median,inferred,IQR_whiskers,inferred,small,none,filled,na,na,medium,greys,grey,bracket+stars,stars,LB,none,in_caption,yes,small,high,outlier point below box,PRIVATE_REFERENCE_ONLY/corpus/PMC10864002/figures/Fig2.jpg,gc_cell
Cancer Cell,PMC10864002,2024,10.1016/j.ccell.2023.12.005,4,B,box,4,caption:3 each,no,median,inferred,IQR_whiskers,inferred,na,na,na,na,na,medium,greys,grey,bracket+stars,mixed,LB,none,in_caption,yes,small,high,"four stacked brackets with **, ***, N.S.; IFNy bar shown as a flat line (n=3)",PRIVATE_REFERENCE_ONLY/corpus/PMC10864002/figures/Fig4.jpg,gc_cell
Cancer Cell,PMC10864002,2024,10.1016/j.ccell.2023.12.005,5,C,box,7,caption:6 each,no,median,inferred,IQR_whiskers,inferred,small,none,filled,na,na,medium,greys,grey,bracket+stars,mixed,LB,above,in_caption,yes,medium,high,"treatment blocks labelled above the axis (+H151, +aIFNR); *** and N.S. over brackets; outlier points",PRIVATE_REFERENCE_ONLY/corpus/PMC10864002/figures/Fig5.jpg,gc_cell
Cancer Cell,PMC10864002,2024,10.1016/j.ccell.2023.12.005,5,F,box,6,caption:5 each,no,median,inferred,IQR_whiskers,inferred,small,none,filled,na,na,medium,greys,grey,bracket+stars,mixed,LB,none,in_caption,yes,small,high,** and NS over stacked brackets,PRIVATE_REFERENCE_ONLY/corpus/PMC10864002/figures/Fig5.jpg,gc_cell
Cancer Cell,PMC10864002,2024,10.1016/j.ccell.2023.12.005,6,D,box,2,caption:25/25,no,median,inferred,IQR_whiskers,inferred,small,none,filled,na,na,medium,greys,grey,bracket+stars,stars,LB,none,below_category,yes,small,high,n in parentheses under category labels; *** over bracket,PRIVATE_REFERENCE_ONLY/corpus/PMC10864002/figures/Fig6.jpg,gc_cell
Cancer Cell,PMC10864002,2024,10.1016/j.ccell.2023.12.005,6,E,box,2,caption:19/40,no,median,inferred,IQR_whiskers,inferred,small,none,filled,na,na,medium,greys,grey,bracket+stars,stars,LB,none,below_category,yes,small,high,outlier point below box,PRIVATE_REFERENCE_ONLY/corpus/PMC10864002/figures/Fig6.jpg,gc_cell
Cancer Cell,PMC10864003,2024,10.1016/j.ccell.2023.12.008,7,B,bar+points,4x2,3 each,yes,mean,inferred,none,none,medium,none,filled,centered,medium,na,multi_categorical,grey,bracket+stars,stars,LB,outside,in_caption,yes,medium,high,grey/red/blue/purple bars with black points and no error bars; dashed vertical separator between E:T ratios; many stacked brackets,PRIVATE_REFERENCE_ONLY/corpus/PMC10864003/figures/Fig7.jpg,gc_cell
Cancer Cell,PMC10864003,2024,10.1016/j.ccell.2023.12.008,7,J_Tcells,bar+points,4,3 each,yes,mean,inferred,none,none,medium,dark,mixed,centered,medium,na,multi_categorical,grey,p_value_only,mixed,LB,inside,in_caption,yes,small,high,eight mini panels sharing style; point shape encodes tumour model; italic exact p and ns printed above bars,PRIVATE_REFERENCE_ONLY/corpus/PMC10864003/figures/Fig7.jpg,gc_cell
Cancer Cell,PMC10864003,2024,10.1016/j.ccell.2023.12.008,7,J_CD8,bar+points,4,3 each,yes,mean,inferred,none,none,medium,dark,mixed,centered,medium,na,multi_categorical,grey,p_value_only,mixed,LB,inside,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10864003/figures/Fig7.jpg,gc_cell
Cancer Cell,PMC10864003,2024,10.1016/j.ccell.2023.12.008,7,J_Tregs,bar+points,4,3 each,yes,mean,inferred,none,none,medium,dark,mixed,centered,medium,na,multi_categorical,grey,p_value_only,mixed,LB,inside,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10864003/figures/Fig7.jpg,gc_cell
Cancer Cell,PMC10864003,2024,10.1016/j.ccell.2023.12.008,7,J_ratio,bar+points,4,3 each,yes,mean,inferred,none,none,medium,dark,mixed,centered,medium,na,multi_categorical,grey,p_value_only,mixed,LB,inside,in_caption,yes,small,high,CD8/Treg ratio,PRIVATE_REFERENCE_ONLY/corpus/PMC10864003/figures/Fig7.jpg,gc_cell
Cancer Cell,PMC10864003,2024,10.1016/j.ccell.2023.12.008,7,J_NK,bar+points,4,3 each,yes,mean,inferred,none,none,medium,dark,mixed,centered,medium,na,multi_categorical,grey,p_value_only,mixed,LB,inside,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10864003/figures/Fig7.jpg,gc_cell
Cancer Cell,PMC10864003,2024,10.1016/j.ccell.2023.12.008,7,J_DC,bar+points,4,3 each,yes,mean,inferred,none,none,medium,dark,mixed,centered,medium,na,multi_categorical,grey,p_value_only,mixed,LB,inside,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10864003/figures/Fig7.jpg,gc_cell
Cancer Cell,PMC10864003,2024,10.1016/j.ccell.2023.12.008,7,J_myeloid,bar+points,4,3 each,yes,mean,inferred,none,none,medium,dark,mixed,centered,medium,na,multi_categorical,grey,p_value_only,mixed,LB,inside,in_caption,no,small,high,y axis starts at 60,PRIVATE_REFERENCE_ONLY/corpus/PMC10864003/figures/Fig7.jpg,gc_cell
Cancer Cell,PMC10864003,2024,10.1016/j.ccell.2023.12.008,7,J_MDSC,bar+points,4,3 each,yes,mean,inferred,none,none,medium,dark,mixed,centered,medium,na,multi_categorical,grey,p_value_only,mixed,LB,inside,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10864003/figures/Fig7.jpg,gc_cell
Cancer Cell,PMC10864003,2024,10.1016/j.ccell.2023.12.008,8,H,bar+points,2,4/4,yes,mean,inferred,none,none,medium,none,filled,jitter,medium,na,greys,grey,p_value_only,exact,LB,none,in_caption,yes,small,high,grey bars with black points; italic exact p above; no error bars,PRIVATE_REFERENCE_ONLY/corpus/PMC10864003/figures/Fig8.jpg,gc_cell
Cancer Cell,PMC10864003,2024,10.1016/j.ccell.2023.12.008,8,J_CD8,bar+points,2,4/4,yes,mean,inferred,none,none,medium,none,filled,jitter,medium,na,greys,grey,p_value_only,exact,LB,none,in_caption,yes,small,high,six mini panels in a row,PRIVATE_REFERENCE_ONLY/corpus/PMC10864003/figures/Fig8.jpg,gc_cell
Cancer Cell,PMC10864003,2024,10.1016/j.ccell.2023.12.008,8,J_CD8CD4,bar+points,2,4/4,yes,mean,inferred,none,none,medium,none,filled,jitter,medium,na,greys,grey,p_value_only,exact,LB,none,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10864003/figures/Fig8.jpg,gc_cell
Cancer Cell,PMC10864003,2024,10.1016/j.ccell.2023.12.008,8,J_B,bar+points,2,4/4,yes,mean,inferred,none,none,medium,none,filled,jitter,medium,na,greys,grey,p_value_only,exact,LB,none,in_caption,yes,small,high,non-significant exact p (0.0571) shown,PRIVATE_REFERENCE_ONLY/corpus/PMC10864003/figures/Fig8.jpg,gc_cell
Cancer Cell,PMC10864003,2024,10.1016/j.ccell.2023.12.008,8,J_myeloid,bar+points,2,4/4,yes,mean,inferred,none,none,medium,none,filled,jitter,medium,na,greys,grey,p_value_only,exact,LB,none,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10864003/figures/Fig8.jpg,gc_cell
Cancer Cell,PMC10864003,2024,10.1016/j.ccell.2023.12.008,8,J_F480,bar+points,2,4/4,yes,mean,inferred,none,none,medium,none,filled,jitter,medium,na,greys,grey,p_value_only,exact,LB,none,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10864003/figures/Fig8.jpg,gc_cell
Cancer Cell,PMC10864003,2024,10.1016/j.ccell.2023.12.008,8,J_M2,bar+points,2,4/4,yes,mean,inferred,none,none,medium,none,filled,jitter,medium,na,greys,grey,p_value_only,exact,LB,none,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10864003/figures/Fig8.jpg,gc_cell
Cancer Cell,PMC10864003,2024,10.1016/j.ccell.2023.12.008,8,K_TIGIT,box,2x2,unknown,no,mean,caption,unknown,caption,na,na,na,na,na,medium,multi_categorical,coloured,bracket+stars,mixed,LB,outside,none,yes,small,medium,caption states box shows mean/min/max; green responders vs pink non-responders at Pre and Post; ns and stars,PRIVATE_REFERENCE_ONLY/corpus/PMC10864003/figures/Fig8.jpg,gc_cell
Cancer Cell,PMC10864003,2024,10.1016/j.ccell.2023.12.008,8,K_PDCD1,box,2x2,unknown,no,mean,caption,unknown,caption,na,na,na,na,na,medium,multi_categorical,coloured,bracket+stars,ns_text,LB,outside,none,yes,small,medium,all comparisons ns,PRIVATE_REFERENCE_ONLY/corpus/PMC10864003/figures/Fig8.jpg,gc_cell
Cancer Cell,PMC10929690,2024,10.1016/j.ccell.2023.12.021,7,B_Bcell,box+points,2x5,~80 each,yes,median,inferred,IQR_whiskers,inferred,small,dark,open,jitter,na,narrow,greys,grey,stars_only,stars,box,none,none,yes,medium,high,ggplot facet strip by distance bin; grey open-circle points over narrow grey boxes; coloured line links the two medians; asterisk above facet,PRIVATE_REFERENCE_ONLY/corpus/PMC10929690/figures/Fig7.jpg,gc_cell
Cancer Cell,PMC10929690,2024,10.1016/j.ccell.2023.12.021,7,B_CD4,box+points,2x5,~80 each,yes,median,inferred,IQR_whiskers,inferred,small,dark,open,jitter,na,narrow,greys,grey,stars_only,stars,box,none,none,yes,medium,high,second facet row (CD4 T cell),PRIVATE_REFERENCE_ONLY/corpus/PMC10929690/figures/Fig7.jpg,gc_cell
Cell,PMC11060037,2024,10.1016/j.cell.2024.03.025,2,K,dot_strip+summary,2x2,~10 each,yes,mean,inferred,SD,inferred,medium,dark,filled,jitter,na,na,single_accent,coloured,none,none,LB,none,below_category,no,small,high,yellow circles (Sym) and squares (Raw) with black mean line and SD caps; y axis 80-160; category block labels under axis,PRIVATE_REFERENCE_ONLY/corpus/PMC11060037/figures/Fig2.jpg,gc_cell
Cell,PMC11060037,2024,10.1016/j.cell.2024.03.025,2,L,dot_strip+summary,2x2,~10 each,yes,mean,inferred,SD,inferred,medium,dark,filled,jitter,na,na,single_accent,coloured,none,none,LB,none,below_category,no,small,high,teal version of K,PRIVATE_REFERENCE_ONLY/corpus/PMC11060037/figures/Fig2.jpg,gc_cell
Cell,PMC11060037,2024,10.1016/j.cell.2024.03.025,3,C,bar+points,6,3 each,yes,mean,inferred,SD,inferred,small,none,filled,centered,medium,na,multi_categorical,na,none,none,LB,none,none,yes,small,high,protein-coloured bars with black points and SD caps; percentage of naked proteins,PRIVATE_REFERENCE_ONLY/corpus/PMC11060037/figures/Fig3.jpg,gc_cell
Cell,PMC11060037,2024,10.1016/j.cell.2024.03.025,3,N_SAS6,dot_strip+summary,4,~15-25 each,yes,mean,inferred,SD,inferred,medium,dark,filled,jitter,na,na,single_accent,coloured,bracket+stars,ns_text,LB,none,below_category,yes,small,high,six protein facets separated by dashed lines share one y axis; marker shape changes with stage; black mean with SD,PRIVATE_REFERENCE_ONLY/corpus/PMC11060037/figures/Fig3.jpg,gc_cell
Cell,PMC11060037,2024,10.1016/j.cell.2024.03.025,3,N_STIL,dot_strip+summary,4,~15-25 each,yes,mean,inferred,SD,inferred,medium,dark,filled,jitter,na,na,single_accent,coloured,bracket+stars,ns_text,LB,none,below_category,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC11060037/figures/Fig3.jpg,gc_cell
Cell,PMC11060037,2024,10.1016/j.cell.2024.03.025,3,N_CPAP,dot_strip+summary,4,~15-25 each,yes,mean,inferred,SD,inferred,medium,dark,filled,jitter,na,na,single_accent,coloured,bracket+stars,ns_text,LB,none,below_category,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC11060037/figures/Fig3.jpg,gc_cell
Cell,PMC11060037,2024,10.1016/j.cell.2024.03.025,3,N_CEP44,dot_strip+summary,3,~10-15 each,yes,mean,inferred,SD,inferred,medium,dark,filled,jitter,na,na,single_accent,coloured,bracket+stars,stars,LB,none,below_category,yes,small,high,** over bracket,PRIVATE_REFERENCE_ONLY/corpus/PMC11060037/figures/Fig3.jpg,gc_cell
Cell,PMC11060037,2024,10.1016/j.cell.2024.03.025,3,N_CEP135,dot_strip+summary,4,~15 each,yes,mean,inferred,SD,inferred,medium,dark,filled,jitter,na,na,single_accent,coloured,bracket+stars,stars,LB,none,below_category,yes,small,high,**** over bracket,PRIVATE_REFERENCE_ONLY/corpus/PMC11060037/figures/Fig3.jpg,gc_cell
Cell,PMC11060037,2024,10.1016/j.cell.2024.03.025,3,N_Tubulin,dot_strip+summary,3,~60 each,yes,mean,inferred,SD,inferred,medium,dark,filled,jitter,na,na,greys,grey,bracket+stars,stars,LB,none,below_category,yes,small,high,grey markers; three stacked brackets,PRIVATE_REFERENCE_ONLY/corpus/PMC11060037/figures/Fig3.jpg,gc_cell
Cell,PMC11060037,2024,10.1016/j.cell.2024.03.025,4,D,bar,7,unknown,no,mean,inferred,SD,inferred,na,na,na,na,medium,na,multi_categorical,grey,none,none,L,outside,none,no,small,medium,floating horizontal bars showing protein position ranges with SD caps; mirrored left/right layout; grey tubulin reference bar,PRIVATE_REFERENCE_ONLY/corpus/PMC11060037/figures/Fig4.jpg,gc_cell
Cell,PMC11060037,2024,10.1016/j.cell.2024.03.025,4,L,bar,5x2,unknown,no,mean,inferred,SD,inferred,na,na,na,na,medium,na,multi_categorical,na,none,none,LB,inside,none,yes,small,high,solid pre-breakpoint vs hatched post-breakpoint bars per protein colour; framed legend inside,PRIVATE_REFERENCE_ONLY/corpus/PMC11060037/figures/Fig4.jpg,gc_cell
Molecular Cell,PMC11065421,2024,10.1016/j.molcel.2024.03.015,1,C,box,2,unknown,no,median,inferred,IQR_whiskers,inferred,small,none,filled,na,na,medium,multi_categorical,coloured,bracket+stars,stars,LB,none,in_caption,yes,small,high,blue -RNase vs red +RNase; outliers drawn as small coloured points above whisker,PRIVATE_REFERENCE_ONLY/corpus/PMC11065421/figures/Fig1.jpg,gc_cell
Molecular Cell,PMC11065421,2024,10.1016/j.molcel.2024.03.015,4,D,box,3,unknown,no,median,inferred,IQR_whiskers,inferred,small,none,filled,na,na,medium,multi_categorical,grey,bracket+stars,mixed,LB,none,none,no,small,high,blue Up / red Down / grey Random boxes with black outlier points; dashed zero line; ns and **** brackets,PRIVATE_REFERENCE_ONLY/corpus/PMC11065421/figures/Fig4.jpg,gc_cell
Molecular Cell,PMC11065421,2024,10.1016/j.molcel.2024.03.015,5,C,box,2,unknown,no,median,inferred,IQR_whiskers,inferred,na,na,na,na,na,medium,multi_categorical,grey,stars_only,stars,LB,none,below_category,yes,small,high,blue vs grey box; +/- category labels; **** above,PRIVATE_REFERENCE_ONLY/corpus/PMC11065421/figures/Fig5.jpg,gc_cell
Molecular Cell,PMC11065421,2024,10.1016/j.molcel.2024.03.015,5,E,box,2,unknown,no,median,inferred,IQR_whiskers,inferred,na,na,na,na,na,medium,multi_categorical,grey,stars_only,stars,LB,none,below_category,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC11065421/figures/Fig5.jpg,gc_cell
Molecular Cell,PMC11065421,2024,10.1016/j.molcel.2024.03.015,5,G,box,2,unknown,no,median,inferred,IQR_whiskers,inferred,na,na,na,na,na,medium,multi_categorical,coloured,stars_only,stars,LB,none,none,yes,small,high,blue DMSO vs red TPL,PRIVATE_REFERENCE_ONLY/corpus/PMC11065421/figures/Fig5.jpg,gc_cell
Molecular Cell,PMC11065421,2024,10.1016/j.molcel.2024.03.015,5,H,box,2,unknown,no,median,inferred,IQR_whiskers,inferred,na,na,na,na,na,medium,multi_categorical,coloured,stars_only,stars,LB,none,none,yes,small,high,** above,PRIVATE_REFERENCE_ONLY/corpus/PMC11065421/figures/Fig5.jpg,gc_cell
Molecular Cell,PMC11065421,2024,10.1016/j.molcel.2024.03.015,5,I,box+points,2,~100/~100,yes,median,inferred,IQR_whiskers,inferred,small,none,filled,jitter,na,medium,multi_categorical,coloured,stars_only,stars,LB,none,none,yes,small,high,dense outlier points above the boxes in matching colours,PRIVATE_REFERENCE_ONLY/corpus/PMC11065421/figures/Fig5.jpg,gc_cell
Molecular Cell,PMC11065421,2024,10.1016/j.molcel.2024.03.015,5,L,box+points,2,~300/~300,yes,median,inferred,IQR_whiskers,inferred,small,none,filled,jitter,na,medium,multi_categorical,coloured,stars_only,stars,LB,none,none,no,small,high,point cloud around boxes,PRIVATE_REFERENCE_ONLY/corpus/PMC11065421/figures/Fig5.jpg,gc_cell
Molecular Cell,PMC11065421,2024,10.1016/j.molcel.2024.03.015,5,M,box+points,2,~200/~200,yes,median,inferred,IQR_whiskers,inferred,small,none,filled,jitter,na,medium,multi_categorical,coloured,stars_only,stars,LB,none,none,yes,small,high,H3K27me3 bodies per cell,PRIVATE_REFERENCE_ONLY/corpus/PMC11065421/figures/Fig5.jpg,gc_cell
Molecular Cell,PMC11065421,2024,10.1016/j.molcel.2024.03.015,7,B,box+points,2,~500/~500,yes,median,inferred,IQR_whiskers,inferred,small,none,filled,jitter,na,medium,multi_categorical,coloured,stars_only,stars,LB,none,below_category,yes,small,high,blue control vs red Malat1 gapmer; dense outlier cloud,PRIVATE_REFERENCE_ONLY/corpus/PMC11065421/figures/Fig7.jpg,gc_cell
Molecular Cell,PMC11065421,2024,10.1016/j.molcel.2024.03.015,7,C,bar,5x3,unknown,no,mean,inferred,SD,caption,na,na,na,na,medium,na,multi_categorical,grey,stars_only,mixed,LB,above,none,yes,small,high,grey ESC / blue control / orange Malat1 grouped bars with SD caps; stars and ns above groups,PRIVATE_REFERENCE_ONLY/corpus/PMC11065421/figures/Fig7.jpg,gc_cell
Molecular Cell,PMC11065421,2024,10.1016/j.molcel.2024.03.015,7,E_pct,box,2,unknown,no,median,inferred,IQR_whiskers,inferred,na,na,na,na,na,medium,multi_categorical,coloured,stars_only,stars,LB,none,below_category,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC11065421/figures/Fig7.jpg,gc_cell
Molecular Cell,PMC11065421,2024,10.1016/j.molcel.2024.03.015,7,E_area,box+points,2,~800/~800,yes,median,inferred,IQR_whiskers,inferred,small,none,filled,jitter,na,medium,multi_categorical,coloured,stars_only,stars,LB,none,below_category,yes,small,high,very dense outlier cloud above small boxes,PRIVATE_REFERENCE_ONLY/corpus/PMC11065421/figures/Fig7.jpg,gc_cell
Molecular Cell,PMC11065421,2024,10.1016/j.molcel.2024.03.015,7,E_number,box+points,2,~500/~500,yes,median,inferred,IQR_whiskers,inferred,small,none,filled,jitter,na,medium,multi_categorical,coloured,stars_only,stars,LB,none,below_category,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC11065421/figures/Fig7.jpg,gc_cell
Molecular Cell,PMC11065421,2024,10.1016/j.molcel.2024.03.015,7,G_number,box+points,4,~300 each,yes,median,inferred,IQR_whiskers,inferred,small,none,filled,jitter,na,medium,multi_categorical,coloured,bracket+stars,stars,LB,none,below_category,yes,small,high,four conditions (+/- Triton) with two long brackets; colour pairs blue/red and pale blue/pale red,PRIVATE_REFERENCE_ONLY/corpus/PMC11065421/figures/Fig7.jpg,gc_cell
Molecular Cell,PMC11065421,2024,10.1016/j.molcel.2024.03.015,7,G_area,box+points,4,~300 each,yes,median,inferred,IQR_whiskers,inferred,small,none,filled,jitter,na,medium,multi_categorical,coloured,bracket+stars,stars,LB,none,below_category,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC11065421/figures/Fig7.jpg,gc_cell
Cell,PMC11106717,2024,10.1016/j.cell.2024.03.016,4,D,violin,2x3,unknown,no,median,caption,IQR_whiskers,caption,na,na,na,na,na,medium,multi_categorical,coloured,bracket+stars,stars,LB,above,none,yes,small,high,green (agree) vs pink (disagree) violins with white median dot and vertical IQR line; coloured legend text above,PRIVATE_REFERENCE_ONLY/corpus/PMC11106717/figures/Fig4.jpg,gc_cell
Cell,PMC11106717,2024,10.1016/j.cell.2024.03.016,4,E,violin,3,unknown,no,median,caption,IQR_whiskers,caption,na,na,na,na,na,medium,multi_categorical,coloured,bracket+stars,stars,LB,none,below_category,yes,small,high,green/pink/blue violins; three stacked brackets; coloured pair labels under axis,PRIVATE_REFERENCE_ONLY/corpus/PMC11106717/figures/Fig4.jpg,gc_cell
Cell,PMC11106717,2024,10.1016/j.cell.2024.03.016,4,F_hemibrain,violin,2,unknown,no,median,caption,IQR_whiskers,caption,na,na,na,na,na,medium,multi_categorical,coloured,bracket+stars,stars,LB,outside,none,no,small,high,horizontal violins; facet label at right,PRIVATE_REFERENCE_ONLY/corpus/PMC11106717/figures/Fig4.jpg,gc_cell
Cell,PMC11106717,2024,10.1016/j.cell.2024.03.016,4,F_FAFB,violin,2,unknown,no,median,caption,IQR_whiskers,caption,na,na,na,na,na,medium,multi_categorical,coloured,bracket+stars,stars,LB,outside,none,no,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC11106717/figures/Fig4.jpg,gc_cell
