paper_id,journal,journal_family,year,figure_number,image_path,route,image_width_px,image_height_px,figure_aspect,typeset_width_mm,width_evidence,width_assumption,n_panels_detected,n_text_lines,text_size_clusters_pt,smallest_cluster_pt,dominant_cluster_pt,largest_cluster_pt,text_evidence,stroke_pt_inferred,line_widths_pt_observed,coloured_fraction,n_hue_clusters,mean_saturation,dark_fraction,license_url
PMC13364683,Nature Cell Biology,Nature,2026,2,PRIVATE_REFERENCE_ONLY/corpus/PMC13364683/typeset/fig02_typeset_600dpi.png,typeset_pdf,4220,3396,1.243,178.64,OBSERVED,,1,151,"[{""pt"": 4.52, ""n_lines"": 29}, {""pt"": 5.53, ""n_lines"": 84}, {""pt"": 7.04, ""n_lines"": 30}]",4.52,5.53,7.04,INFERRED,0.48,"{""0.04"": 377, ""0.17"": 96, ""0.14"": 87, ""0.50"": 24, ""0.93"": 12, ""0.26"": 10, ""0.66"": 7, ""0.40"": 5}",0.0705,5,0.896,0.1345,https://creativecommons.org/licenses/by/4.0/
PMC13364683,Nature Cell Biology,Nature,2026,3,PRIVATE_REFERENCE_ONLY/corpus/PMC13364683/figures/Fig3.gif,web_jpeg,100,116,0.862,89.0,ESTIMATED,"assumed single column 89.0 mm (Nature figure guide / final-submission page, official_guidelines_audit.csv 2026-09-16) because aspect <= 1.25",1,0,[],,,,ESTIMATED,,,0.0714,4,0.613,0.0748,https://creativecommons.org/licenses/by/4.0/
PMC13364683,Nature Cell Biology,Nature,2026,4,PRIVATE_REFERENCE_ONLY/corpus/PMC13364683/typeset/fig04_typeset_600dpi.png,typeset_pdf,4028,2830,1.423,170.46,OBSERVED,,6,105,"[{""pt"": 5.53, ""n_lines"": 22}, {""pt"": 6.79, ""n_lines"": 70}]",5.53,6.79,6.79,INFERRED,,"{""0.20"": 54, ""0.16"": 40, ""0.10"": 4, ""0.51"": 4, ""0.28"": 3, ""0.38"": 2, ""0.11"": 2, ""0.57"": 2, ""1.00"": 1}",0.0697,5,0.852,0.1222,https://creativecommons.org/licenses/by/4.0/
PMC13364683,Nature Cell Biology,Nature,2026,5,PRIVATE_REFERENCE_ONLY/corpus/PMC13364683/typeset/fig05_typeset_600dpi.png,typeset_pdf,4297,2555,1.682,181.86,OBSERVED,,7,65,"[{""pt"": 5.53, ""n_lines"": 53}]",5.53,5.53,5.53,INFERRED,,"{""0.25"": 36, ""1.00"": 6, ""0.50"": 6}",0.0943,3,0.846,0.3511,https://creativecommons.org/licenses/by/4.0/
PMC13364714,Nature Cell Biology,Nature,2026,1,PRIVATE_REFERENCE_ONLY/corpus/PMC13364714/figures/Fig1.jpg,web_jpeg,696,904,0.77,89.0,ESTIMATED,"assumed single column 89.0 mm (Nature figure guide / final-submission page, official_guidelines_audit.csv 2026-09-16) because aspect <= 1.25",1,31,"[{""pt"": 2.53, ""n_lines"": 22}]",2.53,2.53,2.53,ESTIMATED,,,0.0317,2,0.692,0.3614,https://creativecommons.org/licenses/by/4.0/
PMC13364714,Nature Cell Biology,Nature,2026,2,PRIVATE_REFERENCE_ONLY/corpus/PMC13364714/figures/Fig2.gif,web_jpeg,100,146,0.685,89.0,ESTIMATED,"assumed single column 89.0 mm (Nature figure guide / final-submission page, official_guidelines_audit.csv 2026-09-16) because aspect <= 1.25",1,0,[],,,,ESTIMATED,,,0.0262,3,0.434,0.0714,https://creativecommons.org/licenses/by/4.0/
PMC13364714,Nature Cell Biology,Nature,2026,3,PRIVATE_REFERENCE_ONLY/corpus/PMC13364714/typeset/fig03_typeset_600dpi.png,typeset_pdf,3708,3517,1.054,156.95,OBSERVED,,11,72,"[{""pt"": 5.53, ""n_lines"": 32}, {""pt"": 6.54, ""n_lines"": 24}]",5.53,5.53,6.54,INFERRED,2.52,"{""0.12"": 166, ""0.72"": 83, ""0.75"": 51, ""0.25"": 15, ""0.50"": 4, ""1.00"": 2, ""2.00"": 2}",0.0821,2,0.617,0.2315,https://creativecommons.org/licenses/by/4.0/
PMC13364714,Nature Cell Biology,Nature,2026,4,PRIVATE_REFERENCE_ONLY/corpus/PMC13364714/figures/Fig4.gif,web_jpeg,100,106,0.943,89.0,ESTIMATED,"assumed single column 89.0 mm (Nature figure guide / final-submission page, official_guidelines_audit.csv 2026-09-16) because aspect <= 1.25",1,0,[],,,,ESTIMATED,,,0.1192,3,0.512,0.1038,https://creativecommons.org/licenses/by/4.0/
PMC13364714,Nature Cell Biology,Nature,2026,5,PRIVATE_REFERENCE_ONLY/corpus/PMC13364714/figures/Fig5.jpg,web_jpeg,720,902,0.798,89.0,ESTIMATED,"assumed single column 89.0 mm (Nature figure guide / final-submission page, official_guidelines_audit.csv 2026-09-16) because aspect <= 1.25",1,79,"[{""pt"": 1.96, ""n_lines"": 26}, {""pt"": 2.94, ""n_lines"": 40}]",1.96,2.94,2.94,ESTIMATED,,,0.1519,4,0.684,0.2903,https://creativecommons.org/licenses/by/4.0/
PMC13364714,Nature Cell Biology,Nature,2026,6,PRIVATE_REFERENCE_ONLY/corpus/PMC13364714/typeset/fig06_typeset_600dpi.png,typeset_pdf,4330,3360,1.289,183.24,OBSERVED,,7,127,"[{""pt"": 4.52, ""n_lines"": 36}, {""pt"": 5.53, ""n_lines"": 66}]",4.52,5.53,5.53,INFERRED,2.4,"{""0.64"": 132, ""0.11"": 27, ""1.28"": 6, ""0.50"": 4, ""0.89"": 4, ""0.67"": 2, ""0.25"": 1}",0.0941,4,0.695,0.1983,https://creativecommons.org/licenses/by/4.0/
PMC13364714,Nature Cell Biology,Nature,2026,7,PRIVATE_REFERENCE_ONLY/corpus/PMC13364714/figures/Fig7.gif,web_jpeg,100,124,0.806,89.0,ESTIMATED,"assumed single column 89.0 mm (Nature figure guide / final-submission page, official_guidelines_audit.csv 2026-09-16) because aspect <= 1.25",1,1,[],,,,ESTIMATED,,,0.0269,3,0.456,0.2169,https://creativecommons.org/licenses/by/4.0/
PMC13364725,Nature Cell Biology,Nature,2026,1,PRIVATE_REFERENCE_ONLY/corpus/PMC13364725/figures/Fig1.jpg,web_jpeg,723,871,0.83,89.0,ESTIMATED,"assumed single column 89.0 mm (Nature figure guide / final-submission page, official_guidelines_audit.csv 2026-09-16) because aspect <= 1.25",11,56,"[{""pt"": 1.95, ""n_lines"": 10}, {""pt"": 2.92, ""n_lines"": 39}]",1.95,2.92,2.92,ESTIMATED,,,0.1061,3,0.726,0.1113,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC13364725,Nature Cell Biology,Nature,2026,2,PRIVATE_REFERENCE_ONLY/corpus/PMC13364725/figures/Fig2.gif,web_jpeg,100,131,0.763,89.0,ESTIMATED,"assumed single column 89.0 mm (Nature figure guide / final-submission page, official_guidelines_audit.csv 2026-09-16) because aspect <= 1.25",1,0,[],,,,ESTIMATED,,,0.044,2,0.48,0.0021,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC13364725,Nature Cell Biology,Nature,2026,3,PRIVATE_REFERENCE_ONLY/corpus/PMC13364725/figures/Fig3.gif,web_jpeg,100,116,0.862,89.0,ESTIMATED,"assumed single column 89.0 mm (Nature figure guide / final-submission page, official_guidelines_audit.csv 2026-09-16) because aspect <= 1.25",1,0,[],,,,ESTIMATED,,,0.1747,4,0.627,0.1016,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC13364725,Nature Cell Biology,Nature,2026,4,PRIVATE_REFERENCE_ONLY/corpus/PMC13364725/figures/Fig4.jpg,web_jpeg,723,805,0.898,89.0,ESTIMATED,"assumed single column 89.0 mm (Nature figure guide / final-submission page, official_guidelines_audit.csv 2026-09-16) because aspect <= 1.25",9,92,"[{""pt"": 1.95, ""n_lines"": 18}, {""pt"": 2.92, ""n_lines"": 58}]",1.95,2.92,2.92,ESTIMATED,0.35,,0.132,5,0.684,0.0943,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC13364725,Nature Cell Biology,Nature,2026,5,PRIVATE_REFERENCE_ONLY/corpus/PMC13364725/figures/Fig5.gif,web_jpeg,100,126,0.794,89.0,ESTIMATED,"assumed single column 89.0 mm (Nature figure guide / final-submission page, official_guidelines_audit.csv 2026-09-16) because aspect <= 1.25",1,1,[],,,,ESTIMATED,,,0.0313,3,0.636,0.0174,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC13364725,Nature Cell Biology,Nature,2026,6,PRIVATE_REFERENCE_ONLY/corpus/PMC13364725/figures/Fig6.jpg,web_jpeg,720,900,0.8,89.0,ESTIMATED,"assumed single column 89.0 mm (Nature figure guide / final-submission page, official_guidelines_audit.csv 2026-09-16) because aspect <= 1.25",1,85,"[{""pt"": 2.45, ""n_lines"": 64}, {""pt"": 3.43, ""n_lines"": 11}]",2.45,2.45,3.43,ESTIMATED,1.75,,0.0767,3,0.647,0.061,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC13364725,Nature Cell Biology,Nature,2026,7,PRIVATE_REFERENCE_ONLY/corpus/PMC13364725/figures/Fig7.jpg,web_jpeg,720,812,0.887,89.0,ESTIMATED,"assumed single column 89.0 mm (Nature figure guide / final-submission page, official_guidelines_audit.csv 2026-09-16) because aspect <= 1.25",10,121,"[{""pt"": 1.96, ""n_lines"": 19}, {""pt"": 2.94, ""n_lines"": 99}]",1.96,2.94,2.94,ESTIMATED,,,0.0393,2,0.572,0.0344,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC13368582,Nature Biotechnology,Nature,2026,1,PRIVATE_REFERENCE_ONLY/corpus/PMC13368582/typeset/fig01_typeset_600dpi.png,typeset_pdf,3998,2300,1.738,169.2,OBSERVED,,9,149,"[{""pt"": 5.53, ""n_lines"": 108}, {""pt"": 7.04, ""n_lines"": 24}]",5.53,5.53,7.04,INFERRED,,"{""0.71"": 40, ""0.25"": 37, ""1.07"": 14, ""0.50"": 5, ""1.00"": 1}",0.0094,4,0.723,0.0403,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC13368582,Nature Biotechnology,Nature,2026,2,PRIVATE_REFERENCE_ONLY/corpus/PMC13368582/typeset/fig02_typeset_600dpi.png,typeset_pdf,3799,2472,1.537,160.78,OBSERVED,,8,209,"[{""pt"": 2.51, ""n_lines"": 33}, {""pt"": 4.52, ""n_lines"": 88}, {""pt"": 5.86, ""n_lines"": 28}]",2.51,4.52,5.86,INFERRED,,"{""0.53"": 192, ""1.06"": 85, ""0.37"": 41, ""0.38"": 29, ""0.25"": 5, ""1.57"": 2, ""1.59"": 1}",0.0596,5,0.835,0.0624,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC13368582,Nature Biotechnology,Nature,2026,3,PRIVATE_REFERENCE_ONLY/corpus/PMC13368582/typeset/fig03_typeset_600dpi.png,typeset_pdf,3939,2389,1.649,166.7,OBSERVED,,4,117,"[{""pt"": 3.52, ""n_lines"": 17}, {""pt"": 4.86, ""n_lines"": 19}, {""pt"": 5.7, ""n_lines"": 56}, {""pt"": 7.04, ""n_lines"": 12}]",3.52,5.7,7.04,INFERRED,,"{""0.17"": 47, ""1.07"": 28, ""0.50"": 13, ""2.20"": 2}",0.0718,3,0.751,0.0426,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC13368582,Nature Biotechnology,Nature,2026,4,PRIVATE_REFERENCE_ONLY/corpus/PMC13368582/typeset/fig04_typeset_600dpi.png,typeset_pdf,3923,1994,1.967,166.04,OBSERVED,,8,72,"[{""pt"": 5.53, ""n_lines"": 58}, {""pt"": 7.04, ""n_lines"": 11}]",5.53,5.53,7.04,INFERRED,0.6,"{""0.25"": 250, ""0.59"": 3, ""0.44"": 2, ""0.21"": 2, ""1.00"": 1}",0.1331,5,0.847,0.0383,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC13368582,Nature Biotechnology,Nature,2026,5,PRIVATE_REFERENCE_ONLY/corpus/PMC13368582/typeset/fig05_typeset_600dpi.png,typeset_pdf,3584,2128,1.684,151.66,OBSERVED,,6,292,"[{""pt"": 2.18, ""n_lines"": 136}, {""pt"": 2.85, ""n_lines"": 34}, {""pt"": 4.86, ""n_lines"": 51}, {""pt"": 5.53, ""n_lines"": 30}]",2.18,2.18,5.53,INFERRED,2.76,"{""0.13"": 1735, ""0.16"": 240, ""0.25"": 21, ""0.38"": 3}",0.0386,3,0.658,0.0649,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC13368584,Nature Biotechnology,Nature,2026,1,PRIVATE_REFERENCE_ONLY/corpus/PMC13368584/typeset/fig01_typeset_600dpi.png,typeset_pdf,4395,3592,1.224,186.0,OBSERVED,,5,101,"[{""pt"": 5.53, ""n_lines"": 55}, {""pt"": 7.04, ""n_lines"": 25}]",5.53,5.53,7.04,INFERRED,,"{""0.62"": 57, ""0.44"": 19, ""0.50"": 2, ""0.25"": 1, ""2.00"": 1}",0.0737,2,0.542,0.0613,https://creativecommons.org/licenses/by/4.0/
PMC13368584,Nature Biotechnology,Nature,2026,2,PRIVATE_REFERENCE_ONLY/corpus/PMC13368584/typeset/fig02_typeset_600dpi.png,typeset_pdf,4069,4062,1.002,172.23,OBSERVED,,9,196,"[{""pt"": 5.53, ""n_lines"": 118}, {""pt"": 6.87, ""n_lines"": 21}]",5.53,5.53,6.87,INFERRED,,"{""0.62"": 6884, ""0.58"": 5000, ""0.25"": 20, ""0.59"": 3, ""0.64"": 3, ""0.87"": 1}",0.0744,1,0.776,0.0483,https://creativecommons.org/licenses/by/4.0/
PMC13368584,Nature Biotechnology,Nature,2026,3,PRIVATE_REFERENCE_ONLY/corpus/PMC13368584/typeset/fig03_typeset_600dpi.png,typeset_pdf,4265,4031,1.058,180.49,OBSERVED,,8,124,"[{""pt"": 5.53, ""n_lines"": 42}, {""pt"": 6.37, ""n_lines"": 62}]",5.53,6.37,6.37,INFERRED,,"{""0.69"": 52, ""0.62"": 41, ""0.50"": 14, ""0.60"": 14, ""0.95"": 6, ""0.25"": 1, ""0.61"": 1}",0.2028,3,0.675,0.1875,https://creativecommons.org/licenses/by/4.0/
PMC13368584,Nature Biotechnology,Nature,2026,4,PRIVATE_REFERENCE_ONLY/corpus/PMC13368584/typeset/fig04_typeset_600dpi.png,typeset_pdf,4165,2083,2.0,176.3,OBSERVED,,4,68,"[{""pt"": 2.51, ""n_lines"": 10}, {""pt"": 5.53, ""n_lines"": 35}, {""pt"": 6.54, ""n_lines"": 14}]",2.51,5.53,6.54,INFERRED,,"{""0.50"": 74, ""0.25"": 61, ""0.75"": 50, ""1.00"": 4}",0.1275,4,0.717,0.0912,https://creativecommons.org/licenses/by/4.0/
PMC13368584,Nature Biotechnology,Nature,2026,5,PRIVATE_REFERENCE_ONLY/corpus/PMC13368584/typeset/fig05_typeset_600dpi.png,typeset_pdf,4153,4940,0.841,175.76,OBSERVED,,5,161,"[{""pt"": 5.53, ""n_lines"": 116}, {""pt"": 7.04, ""n_lines"": 31}]",5.53,5.53,7.04,INFERRED,,"{""0.50"": 55, ""0.52"": 30, ""0.51"": 30, ""1.00"": 19, ""0.25"": 3, ""2.00"": 2, ""1.10"": 1}",0.0878,3,0.63,0.0529,https://creativecommons.org/licenses/by/4.0/
PMC13368584,Nature Biotechnology,Nature,2026,6,PRIVATE_REFERENCE_ONLY/corpus/PMC13368584/typeset/fig06_typeset_600dpi.png,typeset_pdf,4427,3526,1.256,187.37,OBSERVED,,9,118,"[{""pt"": 5.53, ""n_lines"": 69}, {""pt"": 6.53, ""n_lines"": 38}]",5.53,5.53,6.53,INFERRED,,"{""0.50"": 23, ""0.61"": 22, ""0.30"": 12, ""0.76"": 5, ""2.00"": 3, ""0.62"": 3}",0.0756,2,0.769,0.0884,https://creativecommons.org/licenses/by/4.0/
PMC13372101,Science,Science,2026,1,PRIVATE_REFERENCE_ONLY/corpus/PMC13372101/figures/Fig1.jpg,web_jpeg,1788,1920,0.931,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",6,61,[],,,,ESTIMATED,,,0.1368,4,0.805,0.5204,https://creativecommons.org/licenses/by/4.0/ (URL inferred from license text)
PMC13372101,Science,Science,2026,2,PRIVATE_REFERENCE_ONLY/corpus/PMC13372101/figures/Fig2.gif,web_jpeg,100,100,1.0,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",1,0,[],,,,ESTIMATED,,,0.1219,4,0.433,0.0188,https://creativecommons.org/licenses/by/4.0/ (URL inferred from license text)
PMC13372101,Science,Science,2026,3,PRIVATE_REFERENCE_ONLY/corpus/PMC13372101/figures/Fig3.gif,web_jpeg,100,115,0.87,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",1,0,[],,,,ESTIMATED,,,0.033,6,0.359,0.004,https://creativecommons.org/licenses/by/4.0/ (URL inferred from license text)
PMC13372101,Science,Science,2026,4,PRIVATE_REFERENCE_ONLY/corpus/PMC13372101/figures/Fig4.jpg,web_jpeg,1543,1920,0.804,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",1,75,"[{""pt"": 1.46, ""n_lines"": 25}, {""pt"": 1.9, ""n_lines"": 14}, {""pt"": 2.34, ""n_lines"": 17}, {""pt"": 2.63, ""n_lines"": 9}]",1.46,1.46,2.63,ESTIMATED,,,0.1171,2,0.771,0.3783,https://creativecommons.org/licenses/by/4.0/ (URL inferred from license text)
PMC13372101,Science,Science,2026,5,PRIVATE_REFERENCE_ONLY/corpus/PMC13372101/figures/Fig5.gif,web_jpeg,100,60,1.667,184.0,ESTIMATED,"assumed full width 184.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect > 1.25",1,0,[],,,,ESTIMATED,,,0.0633,4,0.703,0.149,https://creativecommons.org/licenses/by/4.0/ (URL inferred from license text)
PMC13372101,Science,Science,2026,6,PRIVATE_REFERENCE_ONLY/corpus/PMC13372101/figures/Fig6.jpg,web_jpeg,1653,1920,0.861,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",6,94,"[{""pt"": 1.64, ""n_lines"": 30}, {""pt"": 2.05, ""n_lines"": 29}, {""pt"": 2.59, ""n_lines"": 24}]",1.64,1.64,2.59,ESTIMATED,,,0.1027,2,0.819,0.3265,https://creativecommons.org/licenses/by/4.0/ (URL inferred from license text)
PMC13372101,Science,Science,2026,7,PRIVATE_REFERENCE_ONLY/corpus/PMC13372101/figures/Fig7.gif,web_jpeg,100,110,0.909,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",1,0,[],,,,ESTIMATED,,,0.0814,5,0.486,0.2525,https://creativecommons.org/licenses/by/4.0/ (URL inferred from license text)
PMC13396705,Cell Metabolism,Cell,2026,1,PRIVATE_REFERENCE_ONLY/corpus/PMC13396705/figures/Fig1.gif,web_jpeg,100,103,0.971,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",1,2,[],,,,ESTIMATED,,,0.0305,3,0.465,0.0176,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC13396705,Cell Metabolism,Cell,2026,2,PRIVATE_REFERENCE_ONLY/corpus/PMC13396705/figures/Fig2.jpg,web_jpeg,747,750,0.996,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",3,171,"[{""pt"": 1.8, ""n_lines"": 29}, {""pt"": 2.7, ""n_lines"": 139}]",1.8,2.7,2.7,ESTIMATED,0.32,,0.0496,3,0.621,0.0266,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC13396705,Cell Metabolism,Cell,2026,3,PRIVATE_REFERENCE_ONLY/corpus/PMC13396705/figures/Fig3.jpg,web_jpeg,747,553,1.351,174.0,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",10,110,"[{""pt"": 3.69, ""n_lines"": 22}, {""pt"": 5.53, ""n_lines"": 81}]",3.69,5.53,5.53,ESTIMATED,,,0.0157,6,0.573,0.0253,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC13396705,Cell Metabolism,Cell,2026,4,PRIVATE_REFERENCE_ONLY/corpus/PMC13396705/figures/Fig4.gif,web_jpeg,100,126,0.794,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",1,0,[],,,,ESTIMATED,,,0.0141,3,0.402,0.0026,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC13403147,Science,Science,2026,1,PRIVATE_REFERENCE_ONLY/corpus/PMC13403147/figures/Fig1.jpg,web_jpeg,1644,2100,0.783,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",2,411,"[{""pt"": 1.24, ""n_lines"": 110}, {""pt"": 1.65, ""n_lines"": 86}, {""pt"": 2.06, ""n_lines"": 63}]",1.24,1.24,2.06,ESTIMATED,2.95,,0.0632,3,0.726,0.1582,https://www.science.org/about/science-licenses-journal-article-reuse
PMC13403147,Science,Science,2026,2,PRIVATE_REFERENCE_ONLY/corpus/PMC13403147/figures/Fig2.jpg,web_jpeg,1590,2100,0.757,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",1,239,"[{""pt"": 1.42, ""n_lines"": 61}, {""pt"": 1.7, ""n_lines"": 92}, {""pt"": 2.27, ""n_lines"": 46}]",1.42,1.7,2.27,ESTIMATED,0.25,,0.0725,3,0.471,0.0816,https://www.science.org/about/science-licenses-journal-article-reuse
PMC13403147,Science,Science,2026,3,PRIVATE_REFERENCE_ONLY/corpus/PMC13403147/figures/Fig3.jpg,web_jpeg,1800,2049,0.878,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",1,294,"[{""pt"": 1.13, ""n_lines"": 73}, {""pt"": 1.5, ""n_lines"": 120}, {""pt"": 1.76, ""n_lines"": 52}, {""pt"": 2.38, ""n_lines"": 30}]",1.13,1.5,2.38,ESTIMATED,0.27,,0.0163,2,0.497,0.0488,https://www.science.org/about/science-licenses-journal-article-reuse
PMC13403147,Science,Science,2026,4,PRIVATE_REFERENCE_ONLY/corpus/PMC13403147/figures/Fig4.jpg,web_jpeg,1800,2099,0.858,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",1,257,"[{""pt"": 1.13, ""n_lines"": 56}, {""pt"": 1.5, ""n_lines"": 124}, {""pt"": 1.88, ""n_lines"": 36}]",1.13,1.5,1.88,ESTIMATED,0.18,,0.0675,4,0.713,0.0489,https://www.science.org/about/science-licenses-journal-article-reuse
PMC13403147,Science,Science,2026,5,PRIVATE_REFERENCE_ONLY/corpus/PMC13403147/figures/Fig5.jpg,web_jpeg,1800,2020,0.891,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",2,331,"[{""pt"": 1.25, ""n_lines"": 65}, {""pt"": 1.5, ""n_lines"": 192}, {""pt"": 2.26, ""n_lines"": 38}]",1.25,1.5,2.26,ESTIMATED,1.89,,0.0387,3,0.674,0.0569,https://www.science.org/about/science-licenses-journal-article-reuse
PMC13403147,Science,Science,2026,6,PRIVATE_REFERENCE_ONLY/corpus/PMC13403147/figures/Fig6.jpg,web_jpeg,1800,2085,0.863,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",1,150,"[{""pt"": 1.38, ""n_lines"": 46}, {""pt"": 1.76, ""n_lines"": 50}, {""pt"": 2.01, ""n_lines"": 23}, {""pt"": 2.26, ""n_lines"": 24}]",1.38,1.76,2.26,ESTIMATED,,,0.0434,2,0.622,0.0561,https://www.science.org/about/science-licenses-journal-article-reuse
PMC13441886,Nature Methods,Nature,2026,1,PRIVATE_REFERENCE_ONLY/corpus/PMC13441886/typeset/fig01_typeset_600dpi.png,typeset_pdf,3757,3527,1.065,159.0,OBSERVED,,1,137,[],,,,INFERRED,,"{""0.17"": 17, ""0.68"": 3, ""0.25"": 3, ""1.50"": 2, ""0.62"": 1, ""1.09"": 1, ""1.30"": 1, ""1.18"": 1, ""1.83"": 1, ""1.63"": 1, ""1.77"": 1}",0.3484,2,0.45,0.3873,https://creativecommons.org/licenses/by/4.0/
PMC13441886,Nature Methods,Nature,2026,2,PRIVATE_REFERENCE_ONLY/corpus/PMC13441886/typeset/fig02_typeset_600dpi.png,typeset_pdf,4358,4732,0.921,184.44,OBSERVED,,9,97,"[{""pt"": 5.53, ""n_lines"": 52}, {""pt"": 7.04, ""n_lines"": 23}]",5.53,5.53,7.04,INFERRED,,"{""0.50"": 423, ""1.25"": 131, ""1.00"": 9, ""0.25"": 1}",0.1557,3,0.48,0.0699,https://creativecommons.org/licenses/by/4.0/
PMC13441886,Nature Methods,Nature,2026,3,PRIVATE_REFERENCE_ONLY/corpus/PMC13441886/typeset/fig03_typeset_600dpi.png,typeset_pdf,3984,4927,0.809,168.62,OBSERVED,,7,101,"[{""pt"": 4.44, ""n_lines"": 24}, {""pt"": 5.19, ""n_lines"": 28}, {""pt"": 6.53, ""n_lines"": 27}]",4.44,5.19,6.53,INFERRED,,"{""0.95"": 375, ""0.47"": 171}",0.0607,2,0.488,0.0189,https://creativecommons.org/licenses/by/4.0/
PMC13441886,Nature Methods,Nature,2026,4,PRIVATE_REFERENCE_ONLY/corpus/PMC13441886/typeset/fig04_typeset_600dpi.png,typeset_pdf,3633,4397,0.826,153.73,OBSERVED,,13,62,"[{""pt"": 5.7, ""n_lines"": 20}, {""pt"": 7.04, ""n_lines"": 39}]",5.7,7.04,7.04,INFERRED,5.88,"{""0.50"": 114, ""1.18"": 2}",0.1526,2,0.361,0.4469,https://creativecommons.org/licenses/by/4.0/
PMC13441889,Nature Methods,Nature,2026,1,PRIVATE_REFERENCE_ONLY/corpus/PMC13441889/typeset/fig01_typeset_600dpi.png,typeset_pdf,4385,2113,2.075,185.58,OBSERVED,,1,96,"[{""pt"": 5.86, ""n_lines"": 33}, {""pt"": 7.04, ""n_lines"": 16}]",5.86,5.86,7.04,INFERRED,,"{""0.63"": 10, ""1.00"": 6, ""0.50"": 5, ""0.84"": 3, ""1.67"": 2, ""4.00"": 1, ""0.64"": 1}",0.0497,2,0.614,0.0819,https://creativecommons.org/licenses/by/4.0/
PMC13441889,Nature Methods,Nature,2026,2,PRIVATE_REFERENCE_ONLY/corpus/PMC13441889/typeset/fig02_typeset_600dpi.png,typeset_pdf,3722,2350,1.584,157.52,OBSERVED,,6,92,"[{""pt"": 2.35, ""n_lines"": 13}, {""pt"": 3.69, ""n_lines"": 18}, {""pt"": 5.53, ""n_lines"": 11}]",2.35,3.69,5.53,INFERRED,,"{""0.63"": 4, ""2.00"": 2, ""1.00"": 1}",0.0635,2,0.397,0.2025,https://creativecommons.org/licenses/by/4.0/
