feature,name,mean_expr,effect_measure,lfcSE,p_raw,p_adjusted,call,annotation
GENE00546,G546,477.49,-0.1079,0.2991,0.7182871557765533,0.8360277273829912,NS,protein_coding
GENE00547,G547,21.22,-0.4634,0.2861,0.1052938591736385,0.24067167811117368,NS,protein_coding
GENE00548,G548,408.8,-0.5218,0.3253,0.10870131423304086,0.24573192471445385,NS,protein_coding
GENE00549,G549,1636.13,-0.4318,0.2849,0.12961558943244908,0.2733544944093829,NS,protein_coding
GENE00550,G550,304.34,-0.2183,0.1799,0.22495708697013894,0.4041145274912676,NS,protein_coding
GENE00551,G551,101.3,0.5289,0.4156,0.2031536629492311,0.3767919560109387,NS,lncRNA
GENE00552,G552,143.47,0.3155,0.2265,0.16363915026726228,0.32191308249297496,NS,protein_coding
GENE00553,G553,922.07,0.6723,0.3574,0.05996027302264434,0.1616906238812881,NS,protein_coding
GENE00554,G554,49.18,0.4072,0.2082,0.0504873378010283,0.14124434255607718,NS,protein_coding
GENE00555,G555,50.68,0.782,0.4288,0.06819834193514701,0.17713855048090132,NS,protein_coding
GENE00556,G556,23.93,0.2573,0.3376,0.4459737364473755,0.6237394915347909,NS,protein_coding
GENE00557,G557,1161.3,0.0321,0.294,0.9130568095703706,0.9577518981507384,NS,protein_coding
GENE00558,G558,37.91,0.4278,0.1656,0.009785073204469958,0.03888108558067533,NS,lncRNA
GENE00559,G559,33.45,1.2976,0.2159,1.8530613512339936e-09,2.6160866135068144e-08,Up,protein_coding
GENE00560,G560,19.23,0.6152,0.2678,0.02160526809692832,0.07298102348510505,NS,protein_coding
GENE00561,G561,156.47,0.2087,0.2656,0.43200337466264804,0.6109295203072458,NS,protein_coding
GENE00562,G562,811.04,0.6996,0.2752,0.011017251425218078,0.04278544242803137,NS,lncRNA
GENE00563,G563,630.92,0.1362,0.4494,0.7618359361963838,0.8649036172522806,NS,protein_coding
GENE00564,G564,148.43,-0.1555,0.2073,0.45318207479399164,0.6280665654786186,NS,protein_coding
GENE00565,G565,27.42,-0.7851,0.3427,0.021967751364247428,0.07384118105629388,NS,protein_coding
GENE00566,G566,367.07,0.7498,0.418,0.07284830568445576,0.18599567408797216,NS,lncRNA
GENE00567,G567,736.53,0.433,0.1652,0.008765545098418063,0.03577773509558393,NS,lncRNA
GENE00568,G568,635.83,-0.2865,0.3794,0.4501651682628468,0.6277223184857271,NS,protein_coding
GENE00569,G569,27.7,-0.3992,0.334,0.23200515620066342,0.40899081752255456,NS,protein_coding
GENE00570,G570,17.17,0.9911,0.4382,0.023712691391451973,0.07904230463817324,NS,protein_coding
GENE00571,G571,48.58,-0.1456,0.222,0.511916873665195,0.6783369590036331,NS,protein_coding
GENE00572,G572,184.23,-0.5835,0.2939,0.047103413091002154,0.13394335476114355,NS,protein_coding
GENE00573,G573,275.37,-1.0439,0.4701,0.026378651295798097,0.08418718498658967,NS,protein_coding
GENE00574,G574,468.16,-0.0183,0.4489,0.9674821916345058,0.9855506196616358,NS,protein_coding
GENE00575,G575,128.83,-0.0266,0.1512,0.8603521370578406,0.9259395197035056,NS,pseudogene
GENE00576,G576,27.12,0.6649,0.3112,0.03263313462269266,0.09989735088579385,NS,protein_coding
GENE00577,G577,226.79,0.2512,0.4813,0.6017261713608217,0.7474859271563002,NS,protein_coding
GENE00578,G578,48.04,-0.0083,0.3954,0.9832525150837902,0.9931843586704951,NS,protein_coding
GENE00579,G579,27.11,-1.0472,0.283,0.0002152994650470166,0.0014273997682675134,Down,protein_coding
GENE00580,G580,13.42,0.0591,0.2288,0.7961721483368722,0.8838173709567498,NS,protein_coding
GENE00581,G581,44.45,-0.357,0.3748,0.34083940849968264,0.5272646537309803,NS,protein_coding
GENE00582,G582,94.37,-0.0877,0.323,0.7859934050862811,0.8765725707281946,NS,protein_coding
GENE00583,G583,9.36,-0.7451,0.3984,0.0614517571883668,0.16423632210699365,NS,protein_coding
GENE00584,G584,89.52,0.592,0.3726,0.1120976012648398,0.2500318243825423,NS,protein_coding
GENE00585,G585,10.66,-0.6627,0.2653,0.0124921959675965,0.04753227136287823,NS,protein_coding
GENE00586,G586,324.66,0.3101,0.2368,0.19035017096076912,0.3574651097854819,NS,protein_coding
GENE00587,G587,103.07,-0.5268,0.2029,0.009421924415970891,0.03794063523209755,NS,protein_coding
GENE00588,G588,293.42,1.0571,0.4032,0.008747295558865666,0.03577773509558393,Up,lncRNA
GENE00589,G589,131.25,0.6005,0.4702,0.2015612542733103,0.37499768236894937,NS,protein_coding
GENE00590,G590,868.69,-0.5851,0.1829,0.0013789758457318376,0.007590692728799106,NS,lncRNA
GENE00591,G591,404.93,-0.5345,0.444,0.22865574461214988,0.40649910153271096,NS,protein_coding
GENE00592,G592,534.9,-0.4355,0.4805,0.36475192247675925,0.5519575119446546,NS,protein_coding
GENE00593,G593,28.48,-0.6524,0.1903,0.0006074384272844809,0.0035557371353237906,NS,lncRNA
GENE00594,G594,2059.37,0.762,0.3879,0.0494809626561055,0.13905656952535503,NS,protein_coding
GENE00595,G595,61.76,0.3455,0.1569,0.02766251730401517,0.08758580676733035,NS,protein_coding
GENE00596,G596,10.34,0.7352,0.2857,0.010072550470427077,0.03968694851625938,NS,protein_coding
GENE00597,G597,83.03,0.1896,0.3989,0.6345681031071204,0.7762300955438781,NS,protein_coding
GENE00598,G598,154.82,-0.7325,0.2786,0.008558160090279985,0.03517052091895884,NS,protein_coding
GENE00599,G599,6.68,-0.4583,0.2502,0.06699096925722459,0.1751397889077767,NS,protein_coding
GENE00600,G600,61.09,0.7123,0.3829,0.06284636925525841,0.16684876793431438,NS,pseudogene
GENE00601,G601,2158.92,0.4046,0.1847,0.028482249171156538,0.08923942299056879,NS,protein_coding
GENE00602,G602,136.66,0.3837,0.4816,0.42561409039487486,0.6065759008002967,NS,protein_coding
GENE00603,G603,333.77,-0.1936,0.3913,0.6207687995028044,0.765593586231619,NS,protein_coding
GENE00604,G604,507.93,0.0178,0.1577,0.9101316048610049,0.9571936247442645,NS,pseudogene
GENE00605,G605,321.65,0.6397,0.2756,0.020280499816204004,0.06973237759153239,NS,protein_coding
GENE00606,G606,110.26,-0.6789,0.2195,0.001981852037674732,0.010523108164644595,NS,protein_coding
GENE00607,G607,216.36,0.0972,0.3152,0.7577965200048327,0.8615191176999036,NS,lncRNA
GENE00608,G608,1161.42,3.5646,0.1537,5.492133911260566e-119,2.1968535645042268e-116,Up,protein_coding
GENE00609,G609,250.52,0.7739,0.4526,0.0872846688489371,0.21159434094496077,NS,protein_coding
GENE00610,G610,43.43,1.5277,0.1878,4.1289907612987466e-16,9.175535025108326e-15,Up,pseudogene
GENE00611,G611,71.34,0.5304,0.322,0.09951592283727198,0.23009461927692942,NS,pseudogene
GENE00612,G612,138.65,0.5063,0.3156,0.10865986508515145,0.24573192471445385,NS,lncRNA
GENE00613,G613,28.35,0.0041,0.4382,0.992534735350395,0.9976167724007221,NS,protein_coding
GENE00614,G614,635.08,0.8415,0.237,0.0003843060334680993,0.0023894675656047624,NS,protein_coding
GENE00615,G615,338.45,0.8872,0.1685,1.3997440565419112e-07,1.5132368178831473e-06,NS,protein_coding
GENE00616,G616,28.54,-0.3436,0.1974,0.08174877718183662,0.202265015707637,NS,protein_coding
GENE00617,G617,275.71,-1.6272,0.208,5.154758376027625e-15,1.0852122896900264e-13,Down,protein_coding
GENE00618,G618,888.47,1.0487,0.159,4.235466202587164e-11,6.868323571762969e-10,Up,protein_coding
GENE00619,G619,7665.34,0.7692,0.1591,1.3334982394948367e-06,1.250535011748949e-05,NS,protein_coding
GENE00620,G620,126.84,-0.5465,0.3813,0.15178507546642328,0.30407694584258416,NS,lncRNA
GENE00621,G621,235.92,0.0188,0.2366,0.9366675397027177,0.9720522077938181,NS,protein_coding
GENE00622,G622,173.95,0.6641,0.1751,0.00014902421289616634,0.0010457839501485358,NS,protein_coding
GENE00623,G623,289.83,2.6046,0.173,3.17730037160349e-51,2.11820024773566e-49,Up,lncRNA
GENE00624,G624,31.09,-1.9544,0.2349,8.786226917051393e-17,1.989334396313523e-15,Down,protein_coding
GENE00625,G625,27.8,0.5353,0.4061,0.1874540287465163,0.354802578069116,NS,protein_coding
GENE00626,G626,140.33,-0.3521,0.4447,0.4284949539164735,0.6085135440233944,NS,lncRNA
GENE00627,G627,100.41,-0.0122,0.4977,0.9804436068105905,0.9930818164372034,NS,protein_coding
GENE00628,G628,829.16,-0.4693,0.2764,0.08952633677421656,0.21443433957896182,NS,pseudogene
GENE00629,G629,32.84,-0.2182,0.3585,0.5427583507868713,0.7060978726921135,NS,protein_coding
GENE00630,G630,1179.46,-0.3055,0.3617,0.3983215780277971,0.5821996268372186,NS,protein_coding
GENE00631,G631,1894.64,-0.1005,0.211,0.6338583022326754,0.7761530231420514,NS,lncRNA
GENE00632,G632,17.88,0.0856,0.3164,0.7867420670096119,0.8765928323226874,NS,protein_coding
GENE00633,G633,229.93,-0.0566,0.3605,0.8752415688598117,0.9335910067837992,NS,protein_coding
GENE00634,G634,1352.26,-0.7216,0.4186,0.08473648286397602,0.20726436432356563,NS,protein_coding
GENE00635,G635,231.49,-0.0785,0.2934,0.7890435445292477,0.8783416080102944,NS,protein_coding
GENE00636,G636,33.37,0.4694,0.4474,0.2940985031068296,0.48142455022040986,NS,protein_coding
GENE00637,G637,9.6,1.4356,0.3479,3.6836903079431464e-05,0.0002870408032163491,Up,protein_coding
GENE00638,G638,2444.07,0.1983,0.2988,0.5069113911630196,0.6736364002166375,NS,protein_coding
GENE00639,G639,63.64,-0.4296,0.3639,0.23778387933368839,0.41587486537615836,NS,protein_coding
GENE00640,G640,706.59,-0.8487,0.3124,0.006593448204454919,0.028982189909691952,NS,protein_coding
GENE00641,G641,173.59,1.1733,0.2857,4.012558541215037e-05,0.00030806593859860574,Up,protein_coding
GENE00642,G642,893.9,0.324,0.1859,0.08135588651542514,0.20170880954237638,NS,protein_coding
GENE00643,G643,1337.42,-2.8619,0.3396,3.53830754246402e-17,8.325429511680047e-16,Down,lncRNA
GENE00644,G644,6.9,-0.4792,0.4618,0.299419688460401,0.4868612820494326,NS,protein_coding
GENE00645,G645,83.89,-0.2786,0.3392,0.41145015831385745,0.5948676987670228,NS,protein_coding
GENE00646,G646,28.88,0.5132,0.3344,0.12486024029666529,0.26630245790249946,NS,protein_coding
GENE00647,G647,324.36,-0.1676,0.4783,0.7260327530728958,0.842591202792529,NS,lncRNA
GENE00648,G648,30.73,-0.2756,0.2486,0.2675992365758296,0.4497466160938313,NS,protein_coding
GENE00649,G649,5.83,-0.5854,0.3204,0.06768606776674527,0.1765723506958572,NS,protein_coding
GENE00650,G650,295.94,-0.3402,0.475,0.4738613643204437,0.644709339211488,NS,protein_coding
GENE00651,G651,20478.1,-0.3442,0.2191,0.11618911587817056,0.2553606942377375,NS,lncRNA
GENE00652,G652,1161.11,0.5117,0.3475,0.14088105380438656,0.28948161740627376,NS,lncRNA
GENE00653,G653,74.75,-0.38,0.3812,0.3188363310332659,0.5039804321802065,NS,protein_coding
GENE00654,G654,1741.94,0.8181,0.3421,0.016783980241819048,0.06012172026920255,NS,pseudogene
GENE00655,G655,64.89,0.1501,0.3185,0.6374468041031298,0.7773741513452802,NS,protein_coding
GENE00656,G656,785.93,0.0176,0.2551,0.9449955480644164,0.972483302908345,NS,protein_coding
GENE00657,G657,6.48,-0.1322,0.3821,0.7293556958602834,0.843260215302014,NS,protein_coding
GENE00658,G658,404.49,0.6685,0.3193,0.03629185265530093,0.10860404784628708,NS,protein_coding
GENE00659,G659,15.72,0.7092,0.2503,0.00460557269220497,0.021931298534309383,NS,protein_coding
GENE00660,G660,74.57,0.4599,0.3426,0.17947223721956307,0.3445866954615611,NS,protein_coding
GENE00661,G661,162.7,-0.2186,0.3838,0.568971088265113,0.7232683325403979,NS,protein_coding
GENE00662,G662,160.79,-5.0173,0.4661,5.06751275857037e-27,2.096901831132567e-25,Down,protein_coding
GENE00663,G663,2.25,0.0228,0.1955,0.9071579858247142,0.9565813558784332,NS,lncRNA
GENE00664,G664,549.56,0.0164,0.2163,0.9395618113465621,0.9720522077938181,NS,protein_coding
GENE00665,G665,127.26,0.0834,0.3852,0.8285895270097369,0.9025713129913214,NS,protein_coding
GENE00666,G666,1144.46,-0.3529,0.4967,0.4774008079651654,0.647323129444292,NS,protein_coding
GENE00667,G667,3736.56,-0.3226,0.3704,0.38378127745052637,0.5680436064397276,NS,protein_coding
GENE00668,G668,16.07,-0.2229,0.205,0.27689670578209236,0.4614945096368206,NS,protein_coding
GENE00669,G669,1.49,-0.6944,0.2486,0.005218261184109945,0.02371936901868157,NS,protein_coding
GENE00670,G670,29.22,0.0864,0.4738,0.8553038055189359,0.922989718185902,NS,protein_coding
GENE00671,G671,264.74,0.7015,0.359,0.05069660545992227,0.14147889895792262,NS,protein_coding
GENE00672,G672,46.58,0.7571,0.1754,1.5858039497062128e-05,0.00012945338364948677,NS,lncRNA
GENE00673,G673,18.34,-0.2009,0.4358,0.644804860990316,0.7826879956301678,NS,protein_coding
GENE00674,G674,302.22,0.0162,0.4296,0.9699193037080331,0.9871952200590668,NS,protein_coding
GENE00675,G675,1169.39,0.0904,0.2806,0.7473263454911838,0.8551977880672909,NS,protein_coding
GENE00676,G676,1113.34,0.1771,0.2709,0.5132749656460823,0.6783369590036331,NS,protein_coding
GENE00677,G677,9.68,0.1951,0.4564,0.669032736227255,0.7993197933566596,NS,protein_coding
GENE00678,G678,1361.74,0.01,0.4037,0.9802377267313993,0.9930818164372034,NS,protein_coding
GENE00679,G679,211.17,0.8284,0.4324,0.05538817836798166,0.1522990370283224,NS,protein_coding
GENE00680,G680,121.82,-0.1111,0.4962,0.8228338298177377,0.900455665029477,NS,protein_coding
GENE00681,G681,13.06,-0.8278,0.3451,0.016452265021925767,0.05910993421051174,NS,protein_coding
GENE00682,G682,203.02,-0.3691,0.4116,0.3698553161518999,0.5568712413830363,NS,protein_coding
GENE00683,G683,19.35,-0.1573,0.4198,0.7078819267843021,0.8285697080934903,NS,protein_coding
GENE00684,G684,170.76,-0.0022,0.4863,0.9963904173426974,0.9990098089007405,NS,protein_coding
GENE00685,G685,497.58,0.3431,0.1834,0.06137637625563359,0.16423632210699365,NS,protein_coding
GENE00686,G686,271.29,-0.845,0.3134,0.0070128205467944555,0.030271167827889734,NS,protein_coding
GENE00687,G687,277.2,-1.1395,0.3857,0.0031330946281710966,0.015541852959670721,Down,lncRNA
GENE00688,G688,15.58,0.3254,0.24,0.17515220291220657,0.3389410445122295,NS,protein_coding
GENE00689,G689,117.01,-1.9447,0.4573,2.11331665418982e-05,0.0001713499989883638,Down,protein_coding
GENE00690,G690,1081.34,0.9241,0.2618,0.00041588376189228887,0.0025462271136262584,NS,protein_coding
GENE00691,G691,347.37,-0.3704,0.3993,0.3536029859035513,0.5426132776013576,NS,protein_coding
GENE00692,G692,11.52,0.2119,0.2752,0.44130851467409893,0.6201056412282421,NS,protein_coding
GENE00693,G693,80.16,-0.0756,0.1563,0.6286092835504624,0.7705118899494943,NS,protein_coding
GENE00694,G694,1343.6,0.4088,0.4635,0.377784974357094,0.5645603601849475,NS,protein_coding
GENE00695,G695,408.01,-1.2405,0.4158,0.002850600641285866,0.014312639203108952,Down,protein_coding
GENE00696,G696,193.61,0.3489,0.2789,0.21093957925028428,0.388232354448376,NS,protein_coding
GENE00697,G697,133.04,0.5379,0.3672,0.14295658531216077,0.2932442775634067,NS,protein_coding
GENE00698,G698,78.07,-1.1175,0.2789,6.154368668252496e-05,0.0004587107081927327,Down,pseudogene
GENE00699,G699,24.11,-0.7322,0.2706,0.00681320940801967,0.02972173179405489,NS,protein_coding
GENE00700,G700,553.83,2.1826,0.4861,7.1215607441546e-06,6.283730068371706e-05,Up,protein_coding
GENE00701,G701,125.34,0.2933,0.1753,0.09430135767659599,0.22363958342275728,NS,protein_coding
GENE00702,G702,102.19,0.2751,0.1529,0.07198465016949339,0.18457602607562407,NS,protein_coding
GENE00703,G703,147.95,-0.1786,0.1797,0.3202819317929654,0.5050437820651228,NS,protein_coding
GENE00704,G704,271.68,-0.4005,0.2326,0.08509849392196733,0.2075573022487008,NS,protein_coding
GENE00705,G705,733.22,1.0191,0.272,0.00017918245617455368,0.0012233206293124211,Up,lncRNA
GENE00706,G706,22.76,0.2248,0.4593,0.62452990249726,0.7670786929341986,NS,protein_coding
GENE00707,G707,474.7,0.7148,0.3982,0.07264129723421615,0.18586259420268528,NS,protein_coding
GENE00708,G708,47.23,1.6632,0.3779,1.0767153859785139e-05,8.972628216487616e-05,Up,lncRNA
GENE00709,G709,304.52,-0.0312,0.361,0.9311273080214194,0.9695502948775457,NS,protein_coding
GENE00710,G710,20.67,-0.4983,0.47,0.2890478146546962,0.4771078096088521,NS,protein_coding
GENE00711,G711,96.71,-0.4873,0.2308,0.034742083041590266,0.10501385302243908,NS,pseudogene
GENE00712,G712,828.01,-0.2486,0.1865,0.18253972214149972,0.3471436871153719,NS,protein_coding
GENE00713,G713,81.9,1.3783,0.1524,1.5109207360429553e-19,4.532762208128866e-18,Up,protein_coding
GENE00714,G714,178.29,-0.6599,0.2171,0.00236882256037473,0.01230557174220639,NS,lncRNA
GENE00715,G715,279.21,0.0013,0.4235,0.9975507714283827,0.9992161316477958,NS,protein_coding
GENE00716,G716,66.8,1.1812,0.3418,0.0005486172408159148,0.0032917034448954885,Up,protein_coding
GENE00717,G717,913.32,0.3588,0.3953,0.3640552069491356,0.5515987984077813,NS,protein_coding
GENE00718,G718,19.95,1.0209,0.4525,0.02406232824599338,0.07954488676361447,NS,lncRNA
GENE00719,G719,85.71,0.2792,0.1523,0.06676928100862278,0.1749413476208457,NS,protein_coding
GENE00720,G720,11.0,0.0933,0.167,0.5763783327202747,0.7289942191891539,NS,protein_coding
GENE00721,G721,37.4,-0.0754,0.2905,0.7952089836019137,0.8835655373354597,NS,protein_coding
GENE00722,G722,230.85,-0.872,0.3529,0.01347527950431949,0.05037487665166164,NS,pseudogene
GENE00723,G723,90.83,0.1246,0.1749,0.4762127265418423,0.6466218479647792,NS,protein_coding
GENE00724,G724,227.57,0.7662,0.3736,0.04028092040283267,0.11756994636271907,NS,protein_coding
GENE00725,G725,115.07,-0.8301,0.4111,0.043464697622037585,0.12450521668532472,NS,protein_coding
GENE00726,G726,148.77,-0.0979,0.4765,0.8372155175266113,0.9090469246379799,NS,protein_coding
GENE00727,G727,47.22,-0.1256,0.2558,0.6234203646439449,0.7665004483327191,NS,protein_coding
GENE00728,G728,62.03,-1.1993,0.3725,0.0012837078112531168,0.007098845039187743,Down,protein_coding
GENE00729,G729,4.0,-0.5795,0.4684,0.21601639150173146,0.39455048676115334,NS,protein_coding
GENE00730,G730,96.96,-0.2697,0.27,0.31784851931329583,0.503190268042157,NS,protein_coding
GENE00731,G731,45.85,-0.4876,0.2626,0.06333727240085313,0.16778085404199505,NS,protein_coding
GENE00732,G732,46.43,-0.0945,0.4908,0.8473170554470846,0.9176719012062288,NS,protein_coding
GENE00733,G733,19.19,0.5807,0.3689,0.11545524098865953,0.25514970384234154,NS,protein_coding
GENE00734,G734,66.15,1.6,0.3981,5.842318371332111e-05,0.00043817387784990836,Up,protein_coding
GENE00735,G735,718.03,-0.4783,0.4312,0.26733094985461714,0.4497466160938313,NS,protein_coding
GENE00736,G736,27.64,2.2186,0.4222,1.481407205784769e-07,1.5731757937537371e-06,Up,pseudogene
GENE00737,G737,97.76,0.397,0.183,0.030052411879632906,0.09318577327017954,NS,protein_coding
GENE00738,G738,1.55,-0.2937,0.4774,0.5384177790679269,0.7030482425261286,NS,lncRNA
GENE00739,G739,980.49,-0.3806,0.2223,0.08687810047649747,0.21103992018582382,NS,protein_coding
GENE00740,G740,131.32,1.0495,0.3043,0.0005628769613186943,0.003343823532586303,Up,protein_coding
GENE00741,G741,1220.76,-0.3178,0.4,0.4269044089573375,0.6076931088360676,NS,lncRNA
GENE00742,G742,12.11,0.1341,0.1844,0.467089097026112,0.6391184907996972,NS,protein_coding
GENE00743,G743,71.18,0.5317,0.1801,0.003154686826938981,0.015578700379945586,NS,lncRNA
GENE00744,G744,1024.42,-0.3799,0.367,0.30059892869747884,0.48745772221212785,NS,protein_coding
GENE00745,G745,64.0,-1.05,0.3723,0.004797784345324177,0.022430240922887854,Down,protein_coding
GENE00746,G746,603.44,-0.2194,0.4863,0.6518729145709701,0.7869693133653562,NS,protein_coding
GENE00747,G747,19.11,0.7737,0.2273,0.0006643799162222533,0.0038701742692558443,NS,protein_coding
GENE00748,G748,97.13,0.7997,0.3901,0.04036568158453355,0.11756994636271907,NS,protein_coding
GENE00749,G749,68.25,-0.3563,0.3425,0.29820427337053934,0.48554291457889714,NS,protein_coding
GENE00750,G750,774.7,0.0935,0.2275,0.6810805925471428,0.8092046644124469,NS,protein_coding
GENE00751,G751,77.79,-0.6053,0.3473,0.0813556970866019,0.20170880954237638,NS,protein_coding
GENE00752,G752,149.17,-0.7589,0.364,0.03707927662681206,0.11068440784123004,NS,protein_coding
GENE00753,G753,441.12,0.3698,0.2817,0.18926920755457743,0.3563238250765464,NS,protein_coding
GENE00754,G754,442.22,0.3584,0.3527,0.30955270411981595,0.49528432659170557,NS,protein_coding
GENE00755,G755,52.89,-0.7697,0.496,0.12070661157917746,0.2602267015498825,NS,protein_coding
GENE00756,G756,70.19,0.7293,0.2008,0.0002812635240324549,0.0018244120477780856,NS,protein_coding
GENE00757,G757,44.63,0.1838,0.2622,0.48330825151551404,0.6538555826590946,NS,protein_coding
GENE00758,G758,15.9,-0.2559,0.4449,0.5651658921995317,0.7214000292683375,NS,protein_coding
GENE00759,G759,273.81,0.2453,0.2307,0.2876524297105876,0.4758225777547886,NS,protein_coding
GENE00760,G760,212.91,0.2092,0.3947,0.5960961213616355,0.743619169178518,NS,protein_coding
GENE00761,G761,98.45,-0.5,0.2062,0.015315545671842689,0.05603248416527813,NS,protein_coding
GENE00762,G762,37.5,-0.4751,0.3499,0.17452191192255118,0.3388774988787402,NS,protein_coding
GENE00763,G763,83.27,0.5594,0.2488,0.024551186835282606,0.08071623069134008,NS,lncRNA
GENE00764,G764,1603.39,0.2977,0.4484,0.5067439815120734,0.6736364002166375,NS,lncRNA
GENE00765,G765,796.72,3.7559,0.2202,3.113170069766814e-65,3.113170069766814e-63,Up,lncRNA
GENE00766,G766,1672.43,1.026,0.2734,0.00017490998454647148,0.0012062757554929067,Up,protein_coding
GENE00767,G767,2526.97,-3.2456,0.2186,7.252528092743732e-50,4.5805440585749885e-48,Down,protein_coding
GENE00768,G768,127.81,-0.4904,0.4095,0.2310891361033678,0.40840495334910365,NS,protein_coding
GENE00769,G769,581.7,1.0418,0.1627,1.5215758832889849e-10,2.311254506261749e-09,Up,protein_coding
GENE00770,G770,96.55,0.4111,0.4419,0.3522152741536724,0.5418696525441113,NS,protein_coding
GENE00771,G771,8.65,1.1917,0.4466,0.007621724185379803,0.032162695501943464,Up,lncRNA
GENE00772,G772,5.69,0.2025,0.3247,0.5328557568917249,0.6988272221530819,NS,protein_coding
GENE00773,G773,78.2,0.03,0.4323,0.9446742117203195,0.972483302908345,NS,protein_coding
GENE00774,G774,265.32,0.2519,0.4736,0.5948067232875835,0.743619169178518,NS,protein_coding
GENE00775,G775,179.14,1.2256,0.3979,0.002068818500094581,0.010884591351163521,Up,protein_coding
GENE00776,G776,632.89,-0.3516,0.1546,0.022950590293766573,0.0769293529399997,NS,protein_coding
GENE00777,G777,57.53,-1.7185,0.3711,3.6420761602385657e-06,3.286083753598706e-05,Down,protein_coding
GENE00778,G778,52.0,0.4772,0.3132,0.12760189567242336,0.26978640287390176,NS,protein_coding
GENE00779,G779,97.92,-1.002,0.3437,0.003553090474875393,0.01733214865792875,Down,protein_coding
GENE00780,G780,868.88,-5.0516,0.3162,1.8792468615440517e-57,1.4094351461580388e-55,Down,protein_coding
GENE00781,G781,73.96,0.2236,0.4284,0.601710637512078,0.7474859271563002,NS,lncRNA
GENE00782,G782,1377.58,-0.0564,0.421,0.8934288703250118,0.9470977423940056,NS,protein_coding
GENE00783,G783,163.38,0.1711,0.3822,0.6543903823933624,0.7892145315296833,NS,protein_coding
GENE00784,G784,125.28,0.3521,0.4006,0.3794383623389256,0.5663259139386949,NS,protein_coding
GENE00785,G785,18.54,-0.8006,0.296,0.006835998312632624,0.02972173179405489,NS,lncRNA
GENE00786,G786,367.79,0.3535,0.4783,0.45986091385913763,0.6335626826991564,NS,protein_coding
GENE00787,G787,863.58,-0.8479,0.2373,0.000352760821638423,0.0022225067293705734,NS,lncRNA
GENE00788,G788,163.07,0.2519,0.3904,0.518774483124425,0.6840982195047363,NS,lncRNA
GENE00789,G789,260.18,0.8413,0.2977,0.0047133362902246085,0.022355745250077195,NS,lncRNA
GENE00790,G790,274.02,-0.22,0.3871,0.5698118643502066,0.7235706213970877,NS,protein_coding
GENE00791,G791,348.6,0.6107,0.2276,0.007291784106959357,0.031139291559968786,NS,protein_coding
GENE00792,G792,2404.89,-0.7441,0.4477,0.096502653340112,0.22617809376588752,NS,lncRNA
GENE00793,G793,2817.62,2.7374,0.4654,4.057743831945197e-09,5.471115279027232e-08,Up,protein_coding
GENE00794,G794,63.55,-0.6691,0.2988,0.025137020911039372,0.08208062614111115,NS,lncRNA
GENE00795,G795,869.7,-0.8724,0.4155,0.035760610274889956,0.10728183082466987,NS,protein_coding
GENE00796,G796,27.29,0.9049,0.3708,0.014671042212652603,0.0540038363655924,NS,protein_coding
GENE00797,G797,38.64,0.7987,0.3478,0.02165103696724783,0.07298102348510505,NS,protein_coding
GENE00798,G798,23.81,-0.1321,0.3519,0.7073698936034221,0.8285697080934903,NS,lncRNA
GENE00799,G799,18.88,0.3179,0.2087,0.1276988973603135,0.26978640287390176,NS,protein_coding
GENE00800,G800,63.66,-2.9291,0.318,3.230817155765909e-20,1.0202580491892345e-18,Down,lncRNA
GENE00801,G801,27.13,-0.3091,0.2744,0.25997182455615786,0.4400087298552742,NS,lncRNA
GENE00802,G802,94.18,-0.0317,0.2635,0.9042426482301503,0.9543458028814251,NS,protein_coding
GENE00803,G803,652.92,0.1032,0.3541,0.770712459106417,0.8721147525027516,NS,protein_coding
GENE00804,G804,140.09,-0.7396,0.3363,0.02786179387642228,0.08798461224133353,NS,lncRNA
GENE00805,G805,847.21,-3.5032,0.3757,1.1154910494962204e-20,3.6178088091769306e-19,Down,lncRNA
GENE00806,G806,2490.24,0.6881,0.2451,0.004993922337251433,0.022872926735502747,NS,pseudogene
GENE00807,G807,25.49,-0.6921,0.3618,0.05575633280599497,0.15240911017584047,NS,lncRNA
GENE00808,G808,80.5,0.8577,0.1552,3.268357929909727e-08,3.8831975404868045e-07,NS,pseudogene
GENE00809,G809,201.42,0.2141,0.4648,0.6450653563985299,0.7826879956301678,NS,lncRNA
GENE00810,G810,441.51,-0.1098,0.2365,0.642453875597143,0.7818911264873951,NS,protein_coding
GENE00811,G811,370.15,-1.2996,0.1814,7.819766728527557e-13,1.3799588344460396e-11,Down,protein_coding
GENE00812,G812,413.27,0.3061,0.4722,0.516828266149119,0.6822815394707842,NS,protein_coding
GENE00813,G813,85.68,-0.307,0.2665,0.24933340901650436,0.4274287011711503,NS,protein_coding
GENE00814,G814,63.46,-1.5605,0.4609,0.0007097962803938269,0.0041147610457613155,Down,protein_coding
GENE00815,G815,28.68,3.4166,0.2469,1.5034995769897623e-43,8.591426154227214e-42,Up,protein_coding
GENE00816,G816,85.07,0.1839,0.4567,0.6871900220043724,0.8148498284636826,NS,protein_coding
GENE00817,G817,1408.28,0.3856,0.3667,0.2930102951809259,0.48100185255418754,NS,protein_coding
GENE00818,G818,160.97,-0.9001,0.179,4.9435311326146e-07,4.9026755034194374e-06,NS,lncRNA
